codigo_dane,pai_et_municipios,establecimientos_educativos,matriculados,registrados,presentes,publicados
10503000001,AMAGÁ,I. E. ESCUELA NORMAL SUPERIOR AMAGA,0,76,76,76
205030000243,AMAGÁ,I. E. PASCUAL CORREA FLOREZ,39,39,39,39
105030000028,AMAGÁ,I. E. SAN FERNANDO,89,86,86,86
205030000111,AMAGÁ,INSTITUCION EDUCATIVA RURAL BELISARIO BETANCUR CUARTAS,46,39,38,38
105031001583,AMALFI,I. E. PUEBLO NUEVO,27,30,28,28
105031001516,AMALFI,I. E. EDUARDO FERNANDEZ BOTERO,78,78,78,78
205031000191,AMALFI,I. E. R. PORTACHUELO,6,3,3,3
105031000056,AMALFI,INSTITUCIÓN EDUCATIVA PRESBITERO GERARDO MONTOYA,73,70,67,67
205034000256,ANDES,INSTITUCION EDUCATIVA SANTA RITA,45,46,45,45
105034000278,ANDES,I. E. MARCO FIDEL SUAREZ,36,35,33,33
10503400074,ANDES,INSTITUCION EDUCATIVA JUAN DE DIOS URIBE,23,22,22,22
105034001207,ANDES,INSTITUCION EDUCATIVA MARIA AUXILIADORA,70,67,66,66
205034000345,ANDES,I. E. FELIPE HENAO JARAMILLO,35,34,34,34
205034000248,ANDES,INSTITUCION EDUCATIVA TAPARTO,34,32,31,31
105034000014,ANDES,INSTITUCION EDUCATIVA SAN JUAN DE LOS ANDES,43,43,43,43
205034001317,ANDES,I. E. SAN PERUCHITO,30,27,27,27
205034000078,ANDES,INSTITUCIÓN EDUCATIVA RURAL CARBONERA,22,31,31,31
205034000329,ANDES,C. E. R. SANTA INES,19,19,18,18
105036000097,ANGELÓPOLIS,INSTITUCION EDUCATIVA SAN JOSE,40,55,50,50
205036000083,ANGELÓPOLIS,INSTITUCION EDUCATIVA LOS ANGELES,16,17,17,17
105038000019,ANGOSTURA,I. E. MARIANO DE JESUS EUSSE,79,76,76,76
205038000439,ANGOSTURA,C. E. R. PAJARITO ARRIBA,112,112,111,111
105040000212,ANORÍ,I. E. ANORI,100,89,84,84
205040001434,ANORÍ,I.E.R LA CRISTALINA,92,87,84,84
305042000707,SANTA FÉ DE ANTIOQUIA,INSTITUTO ARQUIDIOCESANO URBANO Y RURAL -IAUR-,11,11,11,11
105042000732,SANTA FÉ DE ANTIOQUIA,I. E. ARTURO VELASQUEZ ORTIZ,66,65,64,64
10504200018,SANTA FÉ DE ANTIOQUIA,I. E. SAN LUIS GONZAGA,134,134,134,134
205042000281,SANTA FÉ DE ANTIOQUIA,I. E. R. NURQUI,31,30,28,28
205042000508,SANTA FÉ DE ANTIOQUIA,I. E. R. OGOSCO,42,44,43,43
205042000354,SANTA FÉ DE ANTIOQUIA,C. E. R. EL PESCADO,44,44,40,40
205044000017,ANZÁ,I. E. R. ASCENSION MONTOYA DE TORRES,26,28,27,27
105044000128,ANZÁ,I. E. ANZA,20,20,20,20
205051001347,ARBOLETES,INSTITUCION EDUCATIVA RURAL BUENOS AIRES,27,25,23,23
205051002238,ARBOLETES,INSTITUCION EDUCATIVA RURAL LA TRINIDAD,29,28,28,28
105051000508,ARBOLETES,I. E. JOSE MANUEL RESTREPO,102,96,95,95
205051001959,ARBOLETES,INSTITUCION EDUCATIVA RURAL LA CANDELARIA,41,42,41,41
205051000081,ARBOLETES,I. E. R. PAJILLAL,17,17,17,17
205051001339,ARBOLETES,I. E. R. EL CARMELO,26,25,25,25
205051002696,ARBOLETES,INSTITUCION EDUCATIVA RURAL SANTA FE DE LAS PLATAS,37,38,36,36
2050510027,ARBOLETES,I. E. R. GUADUAL ARRIBA,45,43,43,43
105051000028,ARBOLETES,INSTITUCION EDUCATIVA MIGUEL VICENTE GARRIDO ORTIZ,0,108,107,107
205051002467,ARBOLETES,I. E. R. BAJO LA ARENOSA,27,24,24,24
405051007999,ARBOLETES,I. E. R. INDIGENA EL CANIME,23,17,17,17
105055000022,ARGELIA,I. E. SANTA TERESA,36,36,35,35
205055000281,ARGELIA,I. E. R. PRESBITERO MARIO ANGEL,23,22,19,19
105059000116,ARMENIA,INSTITUCION EDUCATIVA ROSA MESA DE MEJIA,25,25,25,25
105079000406,BARBOSA,I. E. PRESBITERO LUIS EDUARDO PEREZ MOLINA,63,166,154,154
205079000346,BARBOSA,INSTITUCIÓN EDUCATIVA RURAL EL TABLAZO,49,47,46,46
205079000885,BARBOSA,INSTITUCIÓN EDUCATIVA RURAL EL HATILLO,63,62,61,61
205079000206,BARBOSA,INSTITUCIÓN EDUCATIVA RURAL YARUMITO,28,28,28,28
3050790006,BARBOSA,COLEGIO COOPERATIVO SIMON BOLIVAR (P),18,17,17,17
105079000082,BARBOSA,INSTITUCION EDUCATIVA LUIS EDUARDO ARIAS REINEL,106,100,97,97
105079000015,BARBOSA,I. E. MANUEL JOSE CAICEDO,44,44,44,44
205079000729,BARBOSA,I. E. R. BUGA,74,87,83,83
205086000033,BELMIRA,I. E. R.  LABORES,27,27,27,27
10508600011,BELMIRA,INSTITUCION EDUCATIVA PRESBITERO RICARDO LUIS GUTIERREZ TOBON,32,32,32,32
205086000092,BELMIRA,I. E. R. CARLOS GONZALEZ,39,38,38,38
105091000012,BETANIA,INSTITUCION EDUCATIVA PERLA DEL CITARA,72,74,72,72
105093000109,BETULIA,I. E. SAN JOSE,86,81,81,81
20509300026,BETULIA,I E FRANCISCO CESAR,45,41,41,41
205093000413,BETULIA,I. E. R. LA SUCRE,34,31,30,30
205101000371,CIUDAD BOLÍVAR,I. E. R. LA ERMITA,4,4,4,4
205101000304,CIUDAD BOLÍVAR,I. E. R. JUAN TAMAYO,20,20,20,20
105101000172,CIUDAD BOLÍVAR,I. E. MARIA AUXILIADORA,83,81,80,80
105101000717,CIUDAD BOLÍVAR,I. E. JOSE MARIA HERRAN,22,21,21,21
305101000597,CIUDAD BOLÍVAR,I.E. COLEGIO COOPERATIVO ALEJANDRINO RESTREPO,8,8,8,8
105101000571,CIUDAD BOLÍVAR,I. E.  SAN JOSE DEL CITARA,37,44,43,43
205101000355,CIUDAD BOLÍVAR,INSTITUCIÓN EDUCATIVA RURAL FARALLONES,31,28,28,28
105107000166,BRICEÑO,INSTITUCION EDUCATIVA ANTONIO ROLDAN BETANCUR,54,101,94,94
105113000071,BURITICÁ,I. E. SANTA GEMA,57,57,55,55
205113000407,BURITICÁ,I. E. R. ADOLFO MORENO USUGA,22,22,22,22
205120001435,CÁCERES,I. E. GASPAR DE RODAS,76,63,60,60
205120000391,CÁCERES,I. E. PIAMONTE,34,33,32,32
105120000345,CÁCERES,INSTITUCION EDUCATIVA MONSEÑOR GERARDO PATIÑO,105,104,104,104
205120000366,CÁCERES,I. E. AURELIO MEJIA,27,24,24,24
205120000081,CÁCERES,I. E. GUARUMO,74,108,104,104
205120000315,CÁCERES,I. E. MANIZALES,10,7,7,7
205120001346,CÁCERES,I.E.R LA VICTORIA,6,6,6,6
105125000254,CAICEDO,I. E. SAN JUAN BOSCO,43,42,42,42
205125000062,CAICEDO,I. E. R. EL HATO,52,50,49,49
105129000216,CALDAS,INSTITUCION EDUCATIVA JOSE MARIA BERNAL,298,285,280,280
105129000071,CALDAS,INSTITUCION EDUCATIVA FEDERICO ANGEL,103,100,97,97
20512900013,CALDAS,INSTITUCIÓN EDUCATIVA SALINAS,14,14,14,14
105129000534,CALDAS,INSTITUCIÓN EDUCATIVA PEDRO LUIS ALVAREZ CORREA,122,121,119,119
105129000089,CALDAS,INSTITUCION EDUCATIVA GABRIEL ECHAVARRIA,38,38,37,37
105129000208,CALDAS,INSTITUCION EDUCATIVA MARIA AUXILIADORA,73,72,70,70
305129000002,CALDAS,COLEGIO TERCER MILENIO,62,61,61,61
205129000121,CALDAS,I. E. R. DARIO GUTIERREZ RAVE,25,24,24,24
105134000046,CAMPAMENTO,I. E.  NUESTRA SEÑORA DEL ROSARIO,46,46,46,46
205138000622,CAÑASGORDAS,I. E. R. JUNTAS DE URAMITA,25,24,24,24
105138000121,CAÑASGORDAS,I. E. NICOLAS GAVIRIA,68,66,66,66
305138000015,CAÑASGORDAS,INSTITUCION EDUCATIVA SAN PIO X,18,17,17,17
205138000088,CAÑASGORDAS,INSTITUCION EDUCATIVA RURAL SAN PASCUAL,12,12,11,11
205138000649,CAÑASGORDAS,I. E. R. BERNARDO SIERRA,30,29,29,29
205138000142,CAÑASGORDAS,I. E. R. BUENOS AIRES,28,29,29,29
105142000136,CARACOLÍ,I. E. GABRIEL CORREA VELEZ,37,37,37,37
20514500014,CARAMANTA,I. E. R. ALEGRIAS,14,14,14,14
105145000145,CARAMANTA,I. E. JUAN PABLO GOMEZ OCHOA,39,38,38,38
105147000401,CAREPA,INSTITUCION EDUCATIVA COLOMBIA,120,101,97,97
205147000112,CAREPA,INSTITUCION EDUCATIVA RURAL VILLA NELLY,47,47,46,46
105147000568,CAREPA,INSTITUCION EDUCATIVA JOSE MARIA MUÑOZ FLOREZ,117,120,118,118
205045000363,CAREPA,INSTITUCION EDUCATIVA RURAL ZUNGO EMBARCADERO,40,40,39,39
105147000045,CAREPA,I. E. LUIS CARLOS GALAN SARMIENTO,108,106,106,106
205147000147,CAREPA,INSTITUCION EDUCATIVA RURAL LA CADENA,21,21,21,21
20514700035,CAREPA,I. E. R. PIEDRAS BLANCAS,22,22,22,22
205147000996,CAREPA,I.E.R. LA PROVINCIA,53,54,54,54
205147000457,CAREPA,I.E.R. EL CERRO,36,35,35,35
305148000994,EL CARMEN DE VIBORAL,COLEGIO ANGLO ESPAÑOL,15,15,15,15
105148000863,EL CARMEN DE VIBORAL,INSTITUCIÓN EDUCATIVA RURAL CAMPESTRE NUEVO HORIZONTE,43,44,44,44
105148000308,EL CARMEN DE VIBORAL,I. E. FRAY JULIO TOBON B.,175,230,212,212
205148000469,EL CARMEN DE VIBORAL,INSTITUCION EDUCATIVA RURAL LA AURORA,48,49,49,49
105148000243,EL CARMEN DE VIBORAL,I. E. TECNICO INDUSTRIAL JORGE ELIECER GAITAN,145,145,144,144
205148000582,EL CARMEN DE VIBORAL,I. E. SANTA MARIA,61,61,61,61
305148000838,EL CARMEN DE VIBORAL,COLEGIO MONSEÑOR RAMON ARCILA RAMIREZ,14,14,14,14
105148001002,EL CARMEN DE VIBORAL,I.E. EL PROGRESO,65,66,66,66
105150000099,CAROLINA,I. E. PBRO JULIO TAMAYO,44,40,39,39
105154000751,CAUCASIA,I. E. LA MISERICORDIA,45,45,45,45
105154000301,CAUCASIA,INSTITUCION EDUCATIVA LICEO CAUCASIA,267,269,266,266
205154000225,CAUCASIA,INSTITUCIÓN EDUCATIVA RURAL CACERI,20,20,17,17
305154001463,CAUCASIA,COLEGIO LA INMACULADA,21,22,22,22
205154000977,CAUCASIA,INSTITUCIÓN EDUCATIVA RURAL CUTURU,19,18,18,18
105154000298,CAUCASIA,INSTITUCION EDUCATIVA SANTA TERESITA,70,65,65,65
305154002036,CAUCASIA,COLEGIO MILITAR CENTRO EDUCATIVO EL TESORO DEL SABER,91,89,85,85
105154002274,CAUCASIA,I. E. ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,53,54,54,54
10515400028,CAUCASIA,INSTITUCION EDUCATIVA SANTO DOMINGO,58,56,56,56
10515400188,CAUCASIA,INSTITUCION EDUCATIVA DIVINO NIÑO,0,106,103,103
305154001722,CAUCASIA,COLEGIO LOS SAUCES,18,18,18,18
105154000409,CAUCASIA,I. E. MARCO FIDEL SUAREZ,78,72,72,72
205154002015,CAUCASIA,I. E. LICEO CONCEJO MUNICIPAL,74,72,71,71
205154000896,CAUCASIA,INSTITUCION EDUCATIVA RURAL MARGENTO,15,8,8,8
205154001922,CAUCASIA,I. E. R. VILLA FATIMA ARRIBA,27,59,56,56
205154800035,CAUCASIA,I. E. R INDIGENA TRANQUILINO ROSARIO,28,32,31,31
105172001463,CHIGORODÓ,INSTITUCIÓN EDUCATIVA MUNICIPAL JOSE DE LOS SANTOS ZUÑIGA,123,130,127,127
105172000629,CHIGORODÓ,I. E. JUAN EVANGELISTA BERRIO,62,64,60,60
105172000238,CHIGORODÓ,I.E. GONZALO MEJIA,71,70,70,70
105172000572,CHIGORODÓ,I. E. CHIGORODO,39,38,37,37
105172000076,CHIGORODÓ,INSTITUCION EDUCATIVA LOS ANDES,111,129,122,122
305172001403,CHIGORODÓ,COLEGIO DIOCESANO LAURA MONTOYA,33,33,33,33
10517200022,CHIGORODÓ,INSTITUCION EDUCATIVA MARIA AUXILIADORA,72,68,66,66
205172000062,CHIGORODÓ,I. E. AGRICOLA DE URABA,124,120,118,118
205147000309,CHIGORODÓ,INSTITUCIÓN EDUCATIVA RURAL INDIGENISTA POLINES,13,13,13,13
205172000101,CHIGORODÓ,I. E. R. BARRANQUILLITA,24,24,23,23
205172000267,CHIGORODÓ,I. E. R. NEL UPEGUI,39,39,37,37
205172001484,CHIGORODÓ,I. E. R. CELESTINO DIAZ,34,34,33,33
105190000181,CISNEROS,I. E. CISNEROS,14,85,80,80
205197000059,COCORNÁ,I. E. EVA TULIA QUINTERO DE TORO,66,63,62,62
10519700016,COCORNÁ,I. E. COCORNA,105,114,110,110
105206000186,CONCEPCIÓN,I. E.  PRESBITERO LIBARDO AGUIRRE,22,22,21,21
105209000021,CONCORDIA,INSTITUCION EDUCATIVA DE JESUS,90,141,134,134
205209000122,CONCORDIA,C. E. R. MORELIA,57,60,60,60
305212000057,COPACABANA,COLEGIO COOPERATIVO JUAN DEL CORRAL,31,31,30,30
105212000538,COPACABANA,I. E. GABRIELA MISTRAL,31,30,28,28
205212000222,COPACABANA,I. E. R. GRANIZADA,22,36,31,31
10521200083,COPACABANA,I. E.  LA TRINIDAD,70,70,70,70
105212000511,COPACABANA,INSTITUCIÓN EDUCATIVA PRESBITERO BERNARDO MONTOYA,125,125,122,122
305212000031,COPACABANA,COLEGIO LA ASUNCION,62,61,59,59
105212000082,COPACABANA,I. E. SAN LUIS GONZAGA,145,143,140,140
105212000163,COPACABANA,INSTITUCION EDUCATIVA JOSE MIGUEL DE RESTREPO Y PUERTA,188,185,183,183
105212000112,COPACABANA,I. E. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,103,102,101,101
305212000871,COPACABANA,COLEGIO SANTA LEONI AVIAT,36,36,36,36
205212000061,COPACABANA,INSTITUCION EDUCATIVA RURAL GRANJAS INFANTILES,37,37,36,36
105212000368,COPACABANA,I. E. VILLANUEVA,27,31,29,29
405212001031,COPACABANA,COLEGIO SAN RAFAEL,37,36,36,36
205234001672,DABEIBA,I. E. R. INDIGENISTA LLANO GORDO,13,13,11,11
205234000366,DABEIBA,I. E. R. URAMA,17,17,16,16
105234000086,DABEIBA,I. E. MADRE LAURA MONTOYA,41,42,42,42
105234000531,DABEIBA,I. E.  JUAN HENRIQUE WHITE,78,85,84,84
20523400051,DABEIBA,I. E. R. SAN RAFAEL,31,31,28,28
205237000081,DONMATÍAS,I. E. R. BENILDA VALENCIA,10,8,8,8
205237000031,DONMATÍAS,I. E.R.PBRO ANTONIO JOSE CADAVID,7,6,6,6
305237000256,DONMATÍAS,COLEGIO REINALDO ARROYAVE LOPERA,22,22,22,22
10523700015,DONMATÍAS,INSTITUCION EDUCATIVA DONMATIAS,123,122,120,120
205240000106,EBÉJICO,I. E. R. BOYACA,21,21,21,21
105240000136,EBÉJICO,INSTITUCION EDUCATIVA URBANA SAN JOSE,54,54,54,54
205240000351,EBÉJICO,INSTITUCION EDUCATIVA RURAL PRESBITERO GABRIEL YEPES YEPES,32,32,32,32
205250001739,EL BAGRE,I. E. R. PUERTO LOPEZ,82,74,74,74
105250000932,EL BAGRE,I. E. LA ESMERALDA,54,51,51,51
205250000023,EL BAGRE,I. E. R. PUERTO CLAVER,53,54,54,54
105250000169,EL BAGRE,I. E. EL BAGRE,162,160,158,158
105250000185,EL BAGRE,I. E. BIJAO,102,99,97,97
105250000975,EL BAGRE,I. E. 20 DE JULIO,115,114,107,107
105250000339,EL BAGRE,I. E. LAS DELICIAS,44,44,42,42
205250000104,EL BAGRE,I. E. R. LA ARENOSA,32,32,31,31
205250000139,EL BAGRE,I. E. R. VILLA CHICA,45,42,41,41
20525080002,EL BAGRE,I.E.R INDIGENA MANESKA,12,25,24,24
305264000225,ENTRERRÍOS,COLEGIO SANTA INES,34,34,34,34
105264000013,ENTRERRÍOS,I. E. ENTRERRIOS,76,111,103,103
305264800001,ENTRERRÍOS,COLEGIO MONSEÑOR ERNESTO GOMEZ ECHEVERRI,5,5,5,5
105282000403,FREDONIA,I. E. ESCUELA NORMAL SUPERIOR MARIANO OSPINA RODRIGUEZ,54,53,53,53
205282000602,FREDONIA,I. E. LLANO GRANDE,25,25,25,25
10528200039,FREDONIA,I. E. EFE GOMEZ,52,53,52,52
205282000165,FREDONIA,I. E. R. PALOMOS,9,9,9,9
205282000513,FREDONIA,I. E. DE MINAS,32,30,30,30
205282000483,FREDONIA,I. E. R. JOSE MARIA OBANDO,28,28,26,26
1052840008,FRONTINO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MIGUEL ANGEL ALVAREZ,46,45,44,44
205284000464,FRONTINO,I. E. R. GABRIELA WHITE DE VELEZ,33,32,32,32
105284000214,FRONTINO,I. E.  MANUEL ANTONIO TORO,19,19,18,18
205284000162,FRONTINO,I. E. R. LA BLANQUITA DEL MURRI,6,5,5,5
105284000788,FRONTINO,I. E. PEDRO ANTONIO ELEJALDE,67,65,64,64
20528400012,FRONTINO,I. E. R. NOBOGACITA,17,17,17,17
105284000575,FRONTINO,INSTITUCION EDUCATIVA LAS MERCEDES,33,32,31,31
105306000175,GIRALDO,I. E. LUIS ANDRADE VALDERRAMA,38,38,37,37
205306000099,GIRALDO,I.E.R. SANTA ROSA DE LIMA,22,20,19,19
105308000253,GIRARDOTA,I. E.  EMILIANO GARCIA,81,78,77,77
305308000791,GIRARDOTA,C.E.  NEOSISTEMAS,25,25,25,25
305308000601,GIRARDOTA,COLEGIO JUAN BERNARDONE,31,35,35,35
30530800052,GIRARDOTA,INSTITUTO PARROQUIAL NUESTRA SEÑORA DE LA PRESENTACION,19,19,19,19
105308000083,GIRARDOTA,INSTITUCION EDUCATIVA COLOMBIA,72,70,68,68
205308000312,GIRARDOTA,I.E.R. NUESTRA SEÑORA DEL CARMEN,40,38,37,37
205308000452,GIRARDOTA,INSTITUCION EDUCATIVA RURAL SAN ANDRES,35,33,33,33
105308000059,GIRARDOTA,COLEGIO NUESTRA SEÑORA DEL ROSARIO,25,25,25,25
105308000041,GIRARDOTA,I. E. MANUEL JOSE SIERRA,38,62,60,60
105308000482,GIRARDOTA,I. E. ATANASIO GIRARDOT,60,62,62,62
205310000354,GÓMEZ PLATA,INSTITUCION EDUCATIVA RURAL EL SALTO,33,33,32,32
105310000031,GÓMEZ PLATA,I. E. GOMEZ PLATA,46,47,47,47
105313000016,GRANADA,I. E. JORGE ALBERTO GOMEZ GOMEZ,98,99,98,98
105315000021,GUADALUPE,I. E.  LUIS LOPEZ DE MESA,40,43,43,43
205318000167,GUARNE,I. E. ROMERAL,24,24,24,24
205318000345,GUARNE,I.E.R. HOJAS ANCHAS,10,9,8,8
205318000183,GUARNE,INSTITUCION EDUCATIVA RURAL PIEDRAS BLANCAS,16,15,15,15
305318000714,GUARNE,COLEGIO WALDORF EL MAESTRO,14,13,13,13
205318000451,GUARNE,I. E. R. CHAPARRAL,41,43,41,41
205318000302,GUARNE,I.E.R. EZEQUIEL SIERRA,22,18,18,18
105318000049,GUARNE,I. E. SANTO TOMAS DE AQUINO,140,125,125,125
105318000278,GUARNE,INSTITUCION EDUCATIVA INMACULADA CONCEPCION,90,89,88,88
305318000773,GUARNE,COLEGIO CRISTIANO CEFEG,7,7,7,7
105321000025,GUATAPÉ,I. E. NUESTRA SENORA DEL PILAR,99,101,101,101
205347000109,HELICONIA,I. E. R. HECTOR HIGINIO BEDOYA VARGAS,13,13,13,13
205347000095,HELICONIA,INSTITUCION EDUCATIVA RURAL ALTO DEL CORRAL,11,11,11,11
105347000015,HELICONIA,I. E. SAN RAFAEL,26,28,28,28
105353000051,HISPANIA,INSTITUCION EDUCATIVA AURA MARIA VALENCIA,36,35,34,34
205361001029,ITUANGO,INSTITUCIÓN EDUCATIVA LUIS MARIA PRECIADO ECHAVARRIA,3,3,3,3
20536100043,ITUANGO,I. E. R. LA PEREZ,31,35,35,35
105361000443,ITUANGO,I. E. PEDRO NEL OSPINA,121,109,106,106
205361000324,ITUANGO,I. E. R. JOSE FELIX DE RESTREPO,24,23,23,23
205361000197,ITUANGO,I. E. JESUS MARIA VALLE JARAMILLO,22,22,21,21
205361002041,ITUANGO,C. E. R. BADILLO,39,39,39,39
205364000171,JARDÍN,INSTITUCION EDUCATIVA DE DESARROLLO RURAL MIGUEL VALENCIA,55,56,53,53
105364000401,JARDÍN,I. E. SAN ANTONIO,119,121,119,119
205364000163,JARDÍN,INSTITUCIÓN EDUCATIVA RURAL EMBERÁ KARMATARÚA,21,21,21,21
205368000478,JERICÓ,I. E. R. SAN FRANCISCO DE ASIS,22,22,22,22
105368000015,JERICÓ,INSTITUCION EDUCATIVA SAN JOSE,40,39,39,39
105368000066,JERICÓ,I. E. ESCUELA NORMAL SUPERIOR DE JERICO,67,67,67,67
305376000201,LA CEJA,COLEGIO MARIA AUXILIADORA,20,20,20,20
10537600044,LA CEJA,I. E. LA PAZ,174,176,176,176
105376000105,LA CEJA,I. E. MARIA JOSEFA MARULANDA,83,83,83,83
305376000198,LA CEJA,COLEGIO SALESIANO SANTO DOMINGO SAVIO,43,42,42,42
105376000113,LA CEJA,I. E. MONSEÑOR ALFONSO URIBE JARAMILLO,100,95,95,95
20537600007,LA CEJA,INSTITUCION EDUCATIVA FRANCISCO MARIA CARDONA,36,36,36,36
105376000571,LA CEJA,I. E.   CONCEJO MUNICIPAL,57,57,57,57
105376000211,LA CEJA,I. E. BERNARDO URIBE LONDOÑO,116,116,115,115
30537680002,LA CEJA,INSTITUCION EDUCATIVA PARA VIVIR EN UN MUNDO MEJOR,0,3,1,1
305376800038,LA CEJA,COLEGIO DE ADULTOS CULTURAL,0,86,73,73
205856000177,LA PINTADA,I. E. RAFAEL URIBE URIBE,11,11,11,11
205679000498,LA PINTADA,I. E. LA PINTADA,50,49,48,48
105400000189,LA UNIÓN,I. E. PIO XI,93,93,92,92
305400000404,LA UNIÓN,COLEGIO NUESTRA SEÑORA DE LAS MERCEDES,22,22,22,22
205400000213,LA UNIÓN,INSTITUCION EDUCATIVA RURAL MARCO EMILIO LOPEZ GALLEGO,22,23,23,23
10540000012,LA UNIÓN,INSTITUCION EDUCATIVA FELIX MARIA RESTREPO LONDOÑO,110,109,109,109
205400000035,LA UNIÓN,I. E. R. SAN JUAN,16,16,16,16
205411000401,LIBORINA,INSTITUCION EDUCATIVA SAN DIEGO,42,42,42,42
105411000199,LIBORINA,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,67,68,67,67
105425000019,MACEO,INSTITUCION EDUCATIVA FILIBERTO RESTREPO SIERRA,50,49,48,48
205425000111,MACEO,INSTITUCION EDUCATIVA RURAL CRISTO REY,14,12,12,12
205425000056,MACEO,INSTITUCION EDUCATIVA RURAL LA FLORESTA,33,33,33,33
205440000267,MARINILLA,I. E. R. FRANCISCO MANZUETO GIRALDO,21,21,20,20
105440000131,MARINILLA,I. E. SAN JOSE,93,89,87,87
205440000305,MARINILLA,I E R ROSALIA HOYOS,35,37,36,36
105440000408,MARINILLA,I. E. R. TECNICO DE MARINILLA,0,21,20,20
405440000789,MARINILLA,COLEGIO SEMINARIO CORAZONISTA,33,33,33,33
105440000386,MARINILLA,I. E. NORMAL SUPERIOR RAFAEL MARIA GIRALDO,127,127,126,126
105440000068,MARINILLA,I. E. ROMAN GOMEZ,159,157,156,156
305440000994,MARINILLA,INSTITUTO REGIONAL COREDI,28,28,28,28
105440000467,MARINILLA,I. E. TECNICO INDUSTRIAL SIMONA DUQUE,108,109,109,109
305440000954,MARINILLA,COL. UNIVERSIDAD PONTIFICIA BOLIVARIANA,45,45,45,45
205440000798,MARINILLA,I. E. R. MARIA DEL ROSARIO,141,142,135,135
105467000019,MONTEBELLO,I. E. MARIANO J. VILLEGAS,64,61,58,58
105475000125,MURINDÓ,I. E. MURINDO,19,18,18,18
205480000341,MUTATÁ,INSTITUCION EDUCATIVA RURAL LA INMACULADA CAUCHERAS,32,31,31,31
10548000001,MUTATÁ,I. E. MUTATA,55,56,54,54
205480000138,MUTATÁ,I.E.R PAVARANDÓ GRANDE,29,29,29,29
205483000236,NARIÑO,INSTITUCIÓN EDUCATIVA RURAL PUERTO VENUS,14,14,14,14
105483000347,NARIÑO,I. E. INMACULADA CONCEPCION,73,66,65,65
20549000073,NECOCLÍ,I. E. R. SAN SEBASTIAN DE URABA,40,40,39,39
105490000026,NECOCLÍ,I. E. ANTONIO ROLDAN BETANCUR,120,115,113,113
105490000018,NECOCLÍ,INSTITUCION EDUCATIVA EDUARDO ESPITIA ROMERO,70,77,71,71
205490000128,NECOCLÍ,I. E. R. MULATOS,38,36,33,33
2054900014,NECOCLÍ,I. E. R. MELLITO,48,44,42,42
205490001337,NECOCLÍ,I. E. R. TULAPITA,36,43,39,39
205490000578,NECOCLÍ,I. E. R. ZAPATA,46,44,43,43
205490002236,NECOCLÍ,INSTITUCION EDUCATIVA RURAL LA COMARCA,24,21,21,21
205490001213,NECOCLÍ,I. E. R. EL TOTUMO,60,59,57,57
205490000098,NECOCLÍ,INSTITUCION EDUCATIVA RURAL MELLO VILLAVICENCIO,44,39,37,37
2054900009,NECOCLÍ,INSTITUCION EDUCATIVA RURAL LAS CHANGAS,34,30,30,30
205490000161,NECOCLÍ,INSTITUCION EDUCATIVA RURAL PUEBLO NUEVO,0,51,50,50
205490001639,NECOCLÍ,I.E.R.INDIGENA JOSE ELIAS SUAREZ,28,25,25,25
205490000594,NECOCLÍ,I. E. R. MULATICOS PIEDRECITAS,46,46,46,46
205490000462,NECOCLÍ,I E R CARIBIA,43,43,43,43
205495000053,NECHÍ,I. E. COLORADO,31,29,29,29
205495000312,NECHÍ,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,18,18,18,18
105495000024,NECHÍ,I. E. NECHI,163,153,152,152
205495000151,NECHÍ,INSTITUCIÓN EDUCATIVA RURAL LA CONCHA,31,32,32,32
205495000916,NECHÍ,C. E. R.  ZARAGOCITA,10,14,14,14
205495000096,NECHÍ,I.E.R TRINIDAD ARRIBA,37,37,35,35
105501000198,OLAYA,I. E.  OLAYA,33,29,29,29
105541000026,PEÑOL,I. E.  LEON XIII,131,117,116,116
205541000403,PEÑOL,INSTITUCION EDUCATIVA RURAL PALMIRA,21,49,48,48
205543000206,PEQUE,I. E. R. LOS LLANOS,29,27,27,27
105543000325,PEQUE,INSTITUCION EDUCATIVA PRESBITERO RODRIGO LOPERA GIL,34,34,32,32
20557600018,PUEBLORRICO,I. E. R. SINAI,8,8,8,8
105576000096,PUEBLORRICO,I. E. EL SALVADOR,51,50,49,49
205576000112,PUEBLORRICO,C. E. R. LA PICA,3,2,2,2
205576000155,PUEBLORRICO,C. E. R. LOURDES,3,3,3,3
105579000909,PUERTO BERRÍO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL MAGDALENA MEDIO,61,61,61,61
305579000011,PUERTO BERRÍO,COLEGIO LA INMACULADA,23,23,22,22
105579000305,PUERTO BERRÍO,I. E. ANTONIO NARIÑO,121,115,114,114
105579000259,PUERTO BERRÍO,I. E. AMERICA,48,43,42,42
10557900016,PUERTO BERRÍO,INSTITUCION EDUCATIVA BOMBONA,54,52,51,51
105579000186,PUERTO BERRÍO,I. E. ALFONSO LOPEZ PUMAREJO,76,75,75,75
205387000322,PUERTO NARE,I. E. R. LA SIERRA,37,35,35,35
205387000047,PUERTO NARE,I. E. R. LA UNION,10,11,10,10
