codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pcn,desviacion,comparacion_dcn,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,aprendizaje_7,aprendizaje_8,aprendizaje_9,aprendizaje_10,aprendizaje_11,aprendizaje_12,aprendizaje_13,aprendizaje_14,aprendizaje_15,aprendizaje_16,aprendizaje_17,aprendizaje_18,aprendizaje_19,aprendizaje_20,aprendizaje_21,aprendizaje_22,aprendizaje_23,aprendizaje_24,aprendizaje_25,aprendizaje_26,Competencia
205079000346,BARBOSA,INSTITUCIÓN EDUCATIVA RURAL EL TABLAZO,46,Similar,9,Similar,27%,55%,18%,0%,55%,62%,44%,56%,67%,44%,45%,64%,64%,57%,46%,60%,43%,62%,55%,64%,44%,72%,51%,57%,58%,N.D.,77%,40%,59%,57%,Ciencias Naturales
205079000885,BARBOSA,INSTITUCIÓN EDUCATIVA RURAL EL HATILLO,46,Similar,9,Similar,21%,64%,16%,0%,47%,61%,44%,58%,66%,43%,47%,71%,61%,43%,41%,69%,46%,68%,53%,62%,54%,72%,61%,70%,51%,N.D.,70%,56%,64%,51%,Ciencias Naturales
205079000206,BARBOSA,INSTITUCIÓN EDUCATIVA RURAL YARUMITO,46,Similar,7,Similar,25%,64%,11%,0%,55%,51%,23%,68%,70%,44%,47%,70%,55%,53%,43%,69%,58%,64%,46%,69%,61%,64%,62%,69%,55%,N.D.,56%,48%,53%,60%,Ciencias Naturales
3050790006,BARBOSA,COLEGIO COOPERATIVO SIMON BOLIVAR (P),49,Similar,7,Similar,12%,76%,12%,0%,53%,55%,50%,51%,53%,33%,34%,64%,59%,30%,28%,67%,38%,60%,56%,54%,46%,51%,61%,60%,47%,N.D.,74%,47%,44%,71%,Ciencias Naturales
105079000082,BARBOSA,INSTITUCION EDUCATIVA LUIS EDUARDO ARIAS REINEL,48,Similar,9,Similar,24%,56%,21%,0%,51%,58%,38%,60%,64%,41%,48%,55%,60%,36%,33%,67%,43%,58%,47%,57%,55%,70%,57%,56%,49%,N.D.,71%,48%,52%,57%,Ciencias Naturales
105079000015,BARBOSA,I. E. MANUEL JOSE CAICEDO,51,Similar,9,Similar,14%,50%,36%,0%,38%,48%,32%,52%,56%,27%,36%,56%,61%,42%,20%,55%,36%,54%,49%,52%,49%,64%,73%,45%,47%,N.D.,71%,33%,50%,50%,Ciencias Naturales
205079000729,BARBOSA,I. E. R. BUGA,42,Similar,7,Similar,48%,48%,4%,0%,56%,63%,36%,66%,72%,62%,51%,70%,64%,64%,58%,70%,56%,70%,56%,68%,62%,72%,73%,71%,70%,N.D.,69%,66%,59%,59%,Ciencias Naturales
205086000033,BELMIRA,I. E. R.  LABORES,41,Similar,6,Mayor,52%,48%,0%,0%,69%,67%,41%,60%,67%,66%,56%,78%,64%,31%,51%,71%,64%,65%,67%,78%,60%,75%,83%,71%,72%,N.D.,70%,63%,64%,74%,Ciencias Naturales
10508600011,BELMIRA,INSTITUCION EDUCATIVA PRESBITERO RICARDO LUIS GUTIERREZ TOBON,50,Similar,10,Similar,19%,50%,28%,3%,43%,48%,40%,56%,62%,36%,37%,45%,58%,32%,30%,64%,45%,60%,51%,49%,44%,56%,53%,59%,46%,N.D.,52%,44%,44%,59%,Ciencias Naturales
205086000092,BELMIRA,I. E. R. CARLOS GONZALEZ,45,Similar,6,Mayor,30%,68%,3%,0%,58%,53%,49%,61%,67%,55%,61%,68%,66%,44%,40%,62%,45%,61%,53%,69%,59%,76%,83%,71%,57%,N.D.,71%,48%,53%,67%,Ciencias Naturales
105091000012,BETANIA,INSTITUCION EDUCATIVA PERLA DEL CITARA,45,Similar,8,Similar,32%,55%,13%,0%,57%,59%,50%,62%,65%,44%,50%,66%,70%,42%,39%,69%,44%,68%,50%,68%,51%,75%,71%,63%,54%,N.D.,69%,59%,66%,63%,Ciencias Naturales
105093000109,BETULIA,I. E. SAN JOSE,45,Similar,8,Similar,32%,62%,6%,0%,59%,61%,41%,62%,70%,47%,54%,60%,60%,43%,42%,64%,56%,67%,59%,61%,63%,70%,64%,60%,57%,N.D.,71%,53%,65%,64%,Ciencias Naturales
20509300026,BETULIA,I E FRANCISCO CESAR,46,Similar,8,Similar,23%,65%,13%,0%,47%,51%,40%,50%,64%,39%,44%,67%,58%,58%,38%,74%,36%,63%,50%,59%,54%,69%,61%,74%,57%,N.D.,72%,57%,48%,64%,Ciencias Naturales
205093000413,BETULIA,I. E. R. LA SUCRE,42,Similar,10,Similar,60%,30%,10%,0%,71%,66%,39%,62%,75%,54%,60%,64%,63%,58%,57%,65%,60%,70%,66%,64%,67%,57%,65%,70%,54%,N.D.,66%,66%,54%,58%,Ciencias Naturales
205101000371,CIUDAD BOLÍVAR,I. E. R. LA ERMITA,49,Similar,11,Similar,25%,50%,25%,0%,38%,50%,25%,44%,69%,38%,43%,71%,44%,0%,22%,56%,50%,77%,62%,86%,75%,56%,50%,38%,69%,N.D.,75%,33%,33%,45%,Ciencias Naturales
205101000304,CIUDAD BOLÍVAR,I. E. R. JUAN TAMAYO,47,Similar,8,Similar,25%,60%,15%,0%,58%,58%,42%,64%,64%,43%,48%,63%,56%,45%,28%,70%,37%,70%,55%,67%,53%,68%,71%,50%,62%,N.D.,68%,55%,58%,59%,Ciencias Naturales
105101000172,CIUDAD BOLÍVAR,I. E. MARIA AUXILIADORA,50,Similar,10,Similar,19%,49%,31%,1%,38%,53%,32%,55%,61%,41%,35%,53%,52%,29%,31%,62%,38%,54%,48%,54%,47%,63%,58%,48%,51%,N.D.,62%,44%,55%,51%,Ciencias Naturales
105101000717,CIUDAD BOLÍVAR,I. E. JOSE MARIA HERRAN,51,Similar,10,Similar,25%,45%,25%,5%,35%,52%,38%,48%,68%,37%,41%,61%,40%,17%,31%,64%,37%,51%,48%,56%,40%,60%,71%,50%,33%,N.D.,57%,43%,47%,54%,Ciencias Naturales
305101000597,CIUDAD BOLÍVAR,I.E. COLEGIO COOPERATIVO ALEJANDRINO RESTREPO,55,Menor,9,Similar,0%,50%,50%,0%,17%,63%,29%,56%,57%,36%,30%,44%,44%,40%,24%,45%,38%,57%,33%,55%,14%,53%,58%,73%,44%,N.D.,65%,27%,27%,39%,Ciencias Naturales
105101000571,CIUDAD BOLÍVAR,I. E.  SAN JOSE DEL CITARA,46,Similar,8,Similar,17%,69%,14%,0%,49%,64%,41%,59%,63%,44%,54%,61%,58%,50%,42%,61%,40%,70%,52%,61%,45%,76%,62%,65%,58%,N.D.,68%,48%,62%,56%,Ciencias Naturales
205101000355,CIUDAD BOLÍVAR,INSTITUCIÓN EDUCATIVA RURAL FARALLONES,50,Similar,9,Similar,18%,61%,21%,0%,39%,63%,33%,47%,68%,38%,49%,59%,57%,18%,30%,58%,28%,58%,54%,48%,45%,71%,51%,53%,37%,N.D.,68%,50%,47%,53%,Ciencias Naturales
105107000166,BRICEÑO,INSTITUCION EDUCATIVA ANTONIO ROLDAN BETANCUR,43,Similar,9,Similar,50%,37%,13%,0%,58%,57%,49%,67%,77%,57%,54%,67%,57%,50%,48%,73%,58%,71%,63%,62%,64%,65%,71%,65%,67%,N.D.,72%,56%,69%,62%,Ciencias Naturales
105113000071,BURITICÁ,I. E. SANTA GEMA,45,Similar,8,Similar,37%,46%,17%,0%,50%,58%,45%,59%,71%,45%,45%,59%,74%,56%,46%,78%,52%,63%,50%,59%,52%,73%,74%,70%,56%,N.D.,64%,62%,60%,66%,Ciencias Naturales
205113000407,BURITICÁ,I. E. R. ADOLFO MORENO USUGA,43,Similar,7,Similar,36%,59%,5%,0%,47%,57%,52%,69%,69%,56%,52%,78%,63%,86%,55%,71%,53%,69%,56%,70%,50%,66%,50%,73%,63%,N.D.,84%,62%,63%,59%,Ciencias Naturales
205120001435,CÁCERES,I. E. GASPAR DE RODAS,44,Similar,8,Similar,35%,53%,12%,0%,53%,55%,35%,61%,71%,53%,53%,64%,65%,43%,47%,67%,40%,68%,59%,64%,56%,71%,66%,70%,58%,N.D.,70%,54%,53%,61%,Ciencias Naturales
205120000391,CÁCERES,I. E. PIAMONTE,40,Similar,6,Mayor,59%,38%,3%,0%,64%,61%,34%,64%,73%,63%,60%,81%,65%,63%,52%,77%,44%,76%,67%,72%,66%,75%,74%,70%,69%,N.D.,68%,66%,63%,68%,Ciencias Naturales
105120000345,CÁCERES,INSTITUCION EDUCATIVA MONSEÑOR GERARDO PATIÑO,48,Similar,9,Similar,26%,50%,23%,0%,44%,52%,31%,59%,63%,42%,52%,57%,55%,29%,38%,65%,35%,60%,49%,59%,44%,64%,54%,61%,54%,N.D.,66%,56%,49%,61%,Ciencias Naturales
205120000366,CÁCERES,I. E. AURELIO MEJIA,47,Similar,10,Similar,29%,54%,13%,4%,49%,56%,50%,46%,64%,53%,50%,69%,67%,50%,31%,60%,44%,53%,50%,54%,57%,63%,61%,62%,52%,N.D.,55%,50%,66%,59%,Ciencias Naturales
205120000081,CÁCERES,I. E. GUARUMO,42,Similar,8,Similar,51%,42%,7%,0%,61%,62%,54%,66%,70%,56%,58%,71%,69%,66%,54%,74%,55%,72%,60%,66%,61%,67%,66%,66%,61%,N.D.,70%,66%,62%,65%,Ciencias Naturales
205120000315,CÁCERES,I. E. MANIZALES,41,Similar,8,Similar,57%,43%,0%,0%,71%,72%,60%,76%,87%,57%,55%,84%,67%,75%,36%,60%,18%,62%,57%,69%,90%,64%,80%,57%,47%,N.D.,77%,73%,80%,60%,Ciencias Naturales
205120001346,CÁCERES,I.E.R LA VICTORIA,38,Mayor,10,Similar,67%,17%,17%,0%,64%,69%,86%,83%,71%,69%,38%,81%,73%,50%,53%,62%,50%,59%,56%,73%,90%,69%,100%,67%,78%,N.D.,86%,67%,86%,80%,Ciencias Naturales
105125000254,CAICEDO,I. E. SAN JUAN BOSCO,48,Similar,8,Similar,19%,64%,17%,0%,38%,53%,39%,59%,64%,53%,51%,66%,47%,50%,36%,63%,44%,60%,52%,55%,57%,65%,63%,65%,55%,N.D.,61%,45%,49%,62%,Ciencias Naturales
205125000062,CAICEDO,I. E. R. EL HATO,44,Similar,8,Similar,39%,57%,4%,0%,53%,64%,52%,57%,72%,55%,49%,71%,70%,50%,47%,71%,43%,66%,57%,65%,52%,64%,80%,73%,58%,N.D.,67%,61%,58%,66%,Ciencias Naturales
105129000216,CALDAS,INSTITUCION EDUCATIVA JOSE MARIA BERNAL,50,Similar,9,Similar,18%,56%,24%,1%,41%,55%,39%,55%,63%,38%,41%,55%,57%,38%,35%,62%,42%,56%,48%,56%,46%,63%,61%,50%,45%,N.D.,64%,44%,44%,52%,Ciencias Naturales
105129000071,CALDAS,INSTITUCION EDUCATIVA FEDERICO ANGEL,48,Similar,9,Similar,19%,59%,21%,1%,49%,54%,47%,54%,71%,33%,47%,60%,63%,38%,37%,60%,43%,66%,48%,56%,48%,65%,61%,56%,45%,N.D.,64%,45%,54%,50%,Ciencias Naturales
20512900013,CALDAS,INSTITUCIÓN EDUCATIVA SALINAS,44,Similar,6,Mayor,29%,64%,7%,0%,48%,74%,43%,50%,71%,52%,40%,71%,61%,43%,38%,63%,56%,72%,58%,72%,64%,66%,62%,67%,70%,N.D.,72%,71%,48%,51%,Ciencias Naturales
105129000534,CALDAS,INSTITUCIÓN EDUCATIVA PEDRO LUIS ALVAREZ CORREA,52,Similar,9,Similar,8%,55%,36%,0%,41%,52%,35%,48%,63%,33%,33%,53%,48%,26%,32%,54%,33%,55%,44%,53%,40%,60%,53%,53%,41%,N.D.,55%,42%,49%,51%,Ciencias Naturales
105129000089,CALDAS,INSTITUCION EDUCATIVA GABRIEL ECHAVARRIA,51,Similar,9,Similar,12%,65%,21%,3%,48%,55%,32%,53%,66%,40%,33%,51%,46%,31%,29%,58%,22%,60%,48%,53%,46%,73%,37%,47%,50%,N.D.,60%,49%,45%,60%,Ciencias Naturales
105129000208,CALDAS,INSTITUCION EDUCATIVA MARIA AUXILIADORA,54,Similar,8,Similar,5%,45%,50%,0%,38%,45%,34%,44%,53%,26%,31%,52%,49%,19%,21%,58%,24%,52%,45%,38%,26%,60%,45%,56%,31%,N.D.,64%,36%,47%,45%,Ciencias Naturales
305129000002,CALDAS,COLEGIO TERCER MILENIO,63,Menor,6,Mayor,0%,11%,79%,10%,19%,37%,15%,28%,48%,13%,17%,37%,35%,15%,9%,38%,9%,39%,31%,25%,20%,38%,33%,35%,16%,N.D.,46%,21%,32%,33%,Ciencias Naturales
205129000121,CALDAS,I. E. R. DARIO GUTIERREZ RAVE,48,Similar,8,Similar,9%,74%,17%,0%,49%,53%,60%,55%,67%,35%,30%,69%,57%,40%,32%,65%,51%,60%,59%,57%,43%,61%,51%,53%,58%,N.D.,70%,59%,41%,46%,Ciencias Naturales
105134000046,CAMPAMENTO,I. E.  NUESTRA SEÑORA DEL ROSARIO,46,Similar,7,Similar,30%,57%,13%,0%,57%,54%,50%,61%,67%,44%,47%,64%,61%,40%,37%,61%,51%,68%,54%,65%,44%,66%,68%,63%,57%,N.D.,76%,55%,57%,60%,Ciencias Naturales
205138000622,CAÑASGORDAS,I. E. R. JUNTAS DE URAMITA,40,Similar,8,Similar,54%,42%,4%,0%,53%,70%,42%,69%,72%,64%,67%,67%,62%,73%,61%,64%,57%,74%,69%,72%,67%,82%,76%,74%,61%,N.D.,81%,62%,56%,63%,Ciencias Naturales
105138000121,CAÑASGORDAS,I. E. NICOLAS GAVIRIA,52,Similar,10,Similar,12%,45%,41%,2%,33%,45%,30%,46%,62%,34%,34%,54%,57%,32%,24%,50%,26%,56%,49%,50%,40%,60%,62%,53%,45%,N.D.,68%,41%,53%,51%,Ciencias Naturales
305138000015,CAÑASGORDAS,INSTITUCION EDUCATIVA SAN PIO X,39,Mayor,6,Mayor,65%,35%,0%,0%,81%,71%,63%,76%,68%,62%,52%,74%,57%,55%,63%,79%,67%,67%,70%,78%,71%,68%,71%,55%,61%,N.D.,72%,72%,75%,67%,Ciencias Naturales
205138000088,CAÑASGORDAS,INSTITUCION EDUCATIVA RURAL SAN PASCUAL,42,Similar,4,Mayor,27%,73%,0%,0%,63%,58%,33%,54%,72%,52%,57%,71%,59%,86%,50%,83%,50%,77%,57%,79%,70%,71%,71%,61%,68%,N.D.,58%,67%,46%,73%,Ciencias Naturales
205138000649,CAÑASGORDAS,I. E. R. BERNARDO SIERRA,44,Similar,7,Similar,43%,46%,11%,0%,44%,63%,45%,71%,74%,60%,48%,62%,67%,71%,43%,73%,62%,70%,60%,74%,52%,63%,61%,59%,55%,N.D.,65%,62%,57%,66%,Ciencias Naturales
205138000142,CAÑASGORDAS,I. E. R. BUENOS AIRES,45,Similar,9,Similar,38%,48%,14%,0%,53%,64%,47%,61%,70%,41%,54%,68%,67%,58%,43%,71%,47%,57%,46%,66%,56%,74%,66%,61%,54%,N.D.,84%,59%,53%,54%,Ciencias Naturales
105142000136,CARACOLÍ,I. E. GABRIEL CORREA VELEZ,46,Similar,8,Similar,31%,50%,19%,0%,47%,52%,41%,72%,71%,55%,44%,70%,55%,45%,39%,68%,45%,71%,55%,63%,45%,77%,65%,62%,57%,N.D.,72%,48%,56%,59%,Ciencias Naturales
20514500014,CARAMANTA,I. E. R. ALEGRIAS,45,Similar,6,Mayor,29%,71%,0%,0%,38%,64%,25%,69%,68%,53%,27%,71%,67%,50%,41%,76%,42%,68%,67%,62%,58%,63%,67%,60%,57%,N.D.,65%,64%,67%,61%,Ciencias Naturales
105145000145,CARAMANTA,I. E. JUAN PABLO GOMEZ OCHOA,44,Similar,7,Similar,37%,58%,5%,0%,54%,62%,45%,67%,62%,58%,53%,72%,58%,61%,45%,62%,56%,69%,57%,58%,55%,69%,64%,59%,63%,N.D.,77%,55%,56%,71%,Ciencias Naturales
105147000401,CAREPA,INSTITUCION EDUCATIVA COLOMBIA,47,Similar,9,Similar,26%,58%,16%,0%,49%,55%,37%,56%,66%,43%,53%,54%,58%,48%,44%,62%,46%,64%,49%,58%,46%,70%,58%,52%,50%,N.D.,66%,50%,60%,57%,Ciencias Naturales
205147000112,CAREPA,INSTITUCION EDUCATIVA RURAL VILLA NELLY,43,Similar,8,Similar,43%,46%,11%,0%,57%,58%,43%,59%,64%,49%,57%,73%,59%,47%,54%,72%,54%,73%,54%,61%,49%,70%,62%,72%,64%,N.D.,70%,60%,69%,68%,Ciencias Naturales
105147000568,CAREPA,INSTITUCION EDUCATIVA JOSE MARIA MUÑOZ FLOREZ,46,Similar,10,Similar,28%,52%,20%,0%,51%,59%,38%,56%,66%,46%,52%,57%,54%,43%,42%,67%,44%,64%,52%,58%,55%,70%,62%,60%,53%,N.D.,66%,55%,59%,57%,Ciencias Naturales
205045000363,CAREPA,INSTITUCION EDUCATIVA RURAL ZUNGO EMBARCADERO,44,Similar,7,Similar,36%,59%,5%,0%,62%,62%,53%,57%,74%,60%,49%,70%,60%,56%,44%,73%,41%,60%,58%,64%,63%,67%,61%,69%,56%,N.D.,65%,51%,52%,57%,Ciencias Naturales
105147000045,CAREPA,I. E. LUIS CARLOS GALAN SARMIENTO,51,Similar,9,Similar,17%,47%,35%,1%,40%,58%,32%,51%,63%,28%,39%,46%,53%,31%,32%,64%,34%,55%,48%,48%,46%,65%,44%,44%,48%,N.D.,62%,36%,46%,45%,Ciencias Naturales
205147000147,CAREPA,INSTITUCION EDUCATIVA RURAL LA CADENA,43,Similar,7,Similar,29%,67%,5%,0%,59%,67%,31%,69%,73%,53%,54%,73%,55%,36%,48%,70%,48%,77%,52%,60%,63%,63%,70%,77%,66%,N.D.,63%,53%,57%,71%,Ciencias Naturales
20514700035,CAREPA,I. E. R. PIEDRAS BLANCAS,41,Similar,6,Mayor,55%,45%,0%,0%,70%,64%,48%,64%,64%,52%,56%,73%,72%,55%,59%,85%,61%,64%,58%,75%,56%,73%,63%,61%,64%,N.D.,77%,69%,55%,68%,Ciencias Naturales
205147000996,CAREPA,I.E.R. LA PROVINCIA,46,Similar,7,Similar,26%,62%,11%,0%,49%,60%,38%,57%,73%,44%,53%,65%,70%,40%,36%,73%,52%,67%,54%,65%,49%,64%,68%,51%,57%,N.D.,72%,43%,50%,62%,Ciencias Naturales
205147000457,CAREPA,I.E.R. EL CERRO,42,Similar,7,Similar,54%,34%,11%,0%,53%,64%,37%,63%,69%,60%,58%,72%,63%,44%,55%,68%,69%,74%,60%,65%,68%,74%,71%,55%,59%,N.D.,75%,64%,69%,75%,Ciencias Naturales
305148000994,EL CARMEN DE VIBORAL,COLEGIO ANGLO ESPAÑOL,60,Menor,9,Similar,0%,36%,55%,9%,20%,33%,36%,36%,53%,17%,15%,50%,35%,17%,8%,47%,27%,53%,31%,35%,5%,44%,50%,50%,29%,N.D.,47%,9%,41%,28%,Ciencias Naturales
105148000863,EL CARMEN DE VIBORAL,INSTITUCIÓN EDUCATIVA RURAL CAMPESTRE NUEVO HORIZONTE,51,Similar,8,Similar,5%,68%,24%,2%,40%,48%,29%,47%,68%,32%,43%,57%,45%,35%,26%,64%,39%,58%,50%,52%,43%,68%,63%,54%,52%,N.D.,75%,42%,59%,53%,Ciencias Naturales
105148000308,EL CARMEN DE VIBORAL,I. E. FRAY JULIO TOBON B.,54,Similar,9,Similar,7%,51%,40%,1%,32%,52%,24%,44%,65%,29%,34%,49%,52%,24%,23%,52%,30%,60%,40%,47%,36%,60%,52%,48%,42%,N.D.,62%,38%,42%,44%,Ciencias Naturales
205148000469,EL CARMEN DE VIBORAL,INSTITUCION EDUCATIVA RURAL LA AURORA,51,Similar,10,Similar,17%,48%,35%,0%,32%,45%,34%,53%,67%,41%,39%,58%,56%,33%,35%,57%,42%,65%,37%,46%,40%,59%,57%,68%,42%,N.D.,69%,46%,54%,51%,Ciencias Naturales
105148000243,EL CARMEN DE VIBORAL,I. E. TECNICO INDUSTRIAL JORGE ELIECER GAITAN,57,Menor,10,Similar,8%,33%,54%,5%,28%,45%,28%,42%,50%,24%,32%,46%,40%,29%,17%,38%,30%,55%,35%,37%,34%,53%,52%,46%,33%,N.D.,49%,34%,47%,33%,Ciencias Naturales
205148000582,EL CARMEN DE VIBORAL,I. E. SANTA MARIA,56,Menor,10,Similar,8%,37%,49%,5%,28%,46%,30%,42%,58%,20%,37%,44%,50%,27%,16%,51%,22%,55%,37%,46%,28%,66%,38%,44%,35%,N.D.,57%,34%,40%,43%,Ciencias Naturales
305148000838,EL CARMEN DE VIBORAL,COLEGIO MONSEÑOR RAMON ARCILA RAMIREZ,61,Menor,9,Similar,0%,22%,78%,0%,20%,23%,14%,35%,56%,19%,21%,57%,47%,0%,14%,30%,14%,35%,28%,46%,21%,45%,42%,29%,31%,N.D.,42%,29%,8%,32%,Ciencias Naturales
105148001002,EL CARMEN DE VIBORAL,I.E. EL PROGRESO,51,Similar,8,Similar,11%,62%,26%,2%,39%,59%,33%,52%,61%,30%,38%,52%,52%,36%,25%,63%,42%,59%,47%,48%,44%,65%,63%,59%,41%,N.D.,68%,41%,44%,56%,Ciencias Naturales
105150000099,CAROLINA,I. E. PBRO JULIO TAMAYO,48,Similar,8,Similar,19%,62%,19%,0%,41%,59%,38%,48%,57%,37%,43%,55%,56%,40%,38%,63%,48%,68%,48%,56%,47%,70%,67%,68%,50%,N.D.,70%,42%,49%,63%,Ciencias Naturales
105154000751,CAUCASIA,I. E. LA MISERICORDIA,58,Menor,9,Similar,8%,35%,53%,5%,27%,39%,30%,42%,52%,27%,34%,41%,41%,20%,27%,56%,36%,46%,33%,36%,29%,47%,35%,31%,37%,N.D.,50%,13%,50%,27%,Ciencias Naturales
105154000301,CAUCASIA,INSTITUCION EDUCATIVA LICEO CAUCASIA,52,Similar,10,Similar,14%,50%,32%,3%,36%,52%,34%,50%,62%,37%,40%,47%,44%,31%,30%,61%,34%,55%,46%,49%,43%,60%,54%,50%,44%,N.D.,59%,38%,47%,49%,Ciencias Naturales
205154000225,CAUCASIA,INSTITUCIÓN EDUCATIVA RURAL CACERI,48,Similar,7,Similar,24%,59%,18%,0%,39%,61%,37%,47%,63%,46%,29%,62%,47%,40%,35%,71%,55%,52%,49%,55%,61%,85%,62%,68%,61%,N.D.,69%,46%,65%,60%,Ciencias Naturales
305154001463,CAUCASIA,COLEGIO LA INMACULADA,60,Menor,9,Similar,0%,25%,60%,15%,14%,43%,40%,35%,51%,31%,40%,52%,37%,11%,17%,46%,12%,44%,43%,28%,19%,38%,46%,29%,25%,N.D.,46%,15%,29%,40%,Ciencias Naturales
205154000977,CAUCASIA,INSTITUCIÓN EDUCATIVA RURAL CUTURU,43,Similar,8,Similar,33%,56%,11%,0%,52%,61%,65%,65%,67%,46%,76%,71%,44%,36%,47%,69%,68%,73%,58%,62%,53%,67%,59%,68%,51%,N.D.,63%,62%,69%,59%,Ciencias Naturales
105154000298,CAUCASIA,INSTITUCION EDUCATIVA SANTA TERESITA,55,Menor,8,Similar,5%,41%,54%,0%,38%,51%,27%,46%,61%,30%,33%,39%,55%,10%,20%,52%,23%,51%,41%,43%,23%,64%,50%,40%,33%,N.D.,65%,29%,41%,42%,Ciencias Naturales
305154002036,CAUCASIA,COLEGIO MILITAR CENTRO EDUCATIVO EL TESORO DEL SABER,50,Similar,10,Similar,18%,53%,29%,0%,43%,56%,38%,49%,63%,39%,45%,57%,62%,35%,33%,63%,33%,60%,53%,57%,51%,65%,52%,53%,44%,N.D.,62%,41%,54%,50%,Ciencias Naturales
105154002274,CAUCASIA,I. E. ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,49,Similar,9,Similar,13%,63%,19%,4%,45%,56%,25%,58%,60%,36%,42%,62%,57%,42%,30%,60%,31%,64%,49%,55%,43%,65%,72%,53%,50%,N.D.,69%,40%,62%,55%,Ciencias Naturales
10515400028,CAUCASIA,INSTITUCION EDUCATIVA SANTO DOMINGO,50,Similar,9,Similar,16%,57%,27%,0%,51%,53%,41%,55%,67%,33%,50%,51%,55%,29%,25%,70%,31%,56%,46%,50%,46%,70%,56%,56%,46%,N.D.,68%,44%,42%,54%,Ciencias Naturales
10515400188,CAUCASIA,INSTITUCION EDUCATIVA DIVINO NIÑO,51,Similar,10,Similar,16%,51%,31%,2%,37%,53%,29%,53%,61%,32%,43%,47%,53%,42%,32%,57%,33%,56%,48%,47%,44%,63%,57%,48%,48%,N.D.,60%,32%,54%,52%,Ciencias Naturales
305154001722,CAUCASIA,COLEGIO LOS SAUCES,62,Menor,7,Similar,0%,22%,72%,6%,20%,29%,24%,40%,49%,19%,11%,35%,31%,10%,7%,36%,13%,51%,24%,27%,21%,49%,43%,33%,25%,N.D.,37%,14%,35%,32%,Ciencias Naturales
105154000409,CAUCASIA,I. E. MARCO FIDEL SUAREZ,50,Similar,9,Similar,17%,58%,24%,1%,46%,54%,31%,46%,68%,43%,42%,58%,57%,53%,26%,59%,34%,63%,47%,53%,47%,65%,63%,51%,48%,N.D.,69%,46%,50%,54%,Ciencias Naturales
205154002015,CAUCASIA,I. E. LICEO CONCEJO MUNICIPAL,50,Similar,9,Similar,14%,51%,33%,1%,46%,52%,35%,54%,64%,38%,44%,57%,53%,34%,32%,59%,26%,54%,53%,53%,47%,64%,65%,60%,49%,N.D.,63%,38%,40%,48%,Ciencias Naturales
205154000896,CAUCASIA,INSTITUCION EDUCATIVA RURAL MARGENTO,43,Similar,7,Similar,38%,63%,0%,0%,63%,48%,67%,62%,72%,62%,69%,57%,65%,60%,47%,83%,56%,55%,67%,61%,46%,86%,45%,43%,62%,N.D.,50%,60%,64%,69%,Ciencias Naturales
205154001922,CAUCASIA,I. E. R. VILLA FATIMA ARRIBA,38,Mayor,5,Mayor,70%,30%,0%,0%,65%,72%,61%,69%,78%,69%,66%,80%,76%,58%,68%,72%,59%,73%,60%,79%,72%,79%,69%,74%,75%,N.D.,77%,70%,65%,68%,Ciencias Naturales
205154800035,CAUCASIA,I. E. R INDIGENA TRANQUILINO ROSARIO,37,Mayor,5,Mayor,81%,19%,0%,0%,68%,70%,59%,72%,70%,81%,69%,80%,78%,67%,70%,84%,61%,74%,69%,67%,69%,69%,85%,67%,79%,N.D.,76%,71%,71%,77%,Ciencias Naturales
105172001463,CHIGORODÓ,INSTITUCIÓN EDUCATIVA MUNICIPAL JOSE DE LOS SANTOS ZUÑIGA,45,Similar,8,Similar,32%,57%,11%,0%,55%,58%,41%,61%,70%,43%,48%,64%,60%,53%,44%,67%,49%,66%,56%,59%,52%,71%,65%,65%,61%,N.D.,66%,47%,72%,63%,Ciencias Naturales
105172000629,CHIGORODÓ,I. E. JUAN EVANGELISTA BERRIO,42,Similar,6,Mayor,42%,55%,3%,0%,56%,73%,46%,63%,71%,62%,57%,68%,68%,41%,53%,80%,51%,69%,55%,64%,61%,73%,70%,69%,60%,N.D.,72%,60%,67%,61%,Ciencias Naturales
105172000238,CHIGORODÓ,I.E. GONZALO MEJIA,50,Similar,8,Similar,13%,59%,27%,1%,40%,53%,29%,46%,64%,35%,38%,50%,61%,28%,34%,59%,36%,59%,48%,58%,48%,66%,56%,56%,52%,N.D.,56%,38%,56%,57%,Ciencias Naturales
105172000572,CHIGORODÓ,I. E. CHIGORODO,50,Similar,9,Similar,14%,67%,14%,6%,46%,52%,43%,56%,59%,34%,58%,51%,57%,33%,31%,63%,35%,62%,46%,57%,44%,58%,56%,50%,53%,N.D.,74%,39%,54%,44%,Ciencias Naturales
105172000076,CHIGORODÓ,INSTITUCION EDUCATIVA LOS ANDES,49,Similar,10,Similar,24%,50%,23%,3%,40%,58%,41%,52%,61%,49%,43%,59%,55%,40%,33%,64%,39%,63%,52%,50%,46%,65%,64%,57%,53%,N.D.,65%,46%,46%,51%,Ciencias Naturales
