codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pcn,desviacion,comparacion_dcn,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,aprendizaje_7,aprendizaje_8,aprendizaje_9,aprendizaje_10,aprendizaje_11,aprendizaje_12,aprendizaje_13,aprendizaje_14,aprendizaje_15,aprendizaje_16,aprendizaje_17,aprendizaje_18,aprendizaje_19,aprendizaje_20,aprendizaje_21,aprendizaje_22,aprendizaje_23,aprendizaje_24,aprendizaje_25,aprendizaje_26,Competencia
325486000151,NEMOCÓN,INST COMER  RUPERTO AGUILERA LEON                           ,51,Similar,9,Similar,9%,64%,27%,0%,53%,58%,30%,44%,63%,22%,30%,40%,67%,27%,26%,62%,41%,67%,42%,54%,61%,72%,65%,59%,40%,N.D.,65%,42%,40%,52%,Ciencias Naturales
225486000131,NEMOCÓN,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL PATIO BONITO,52,Similar,7,Similar,3%,72%,22%,3%,36%,47%,31%,51%,61%,24%,43%,59%,58%,31%,22%,53%,17%,48%,43%,47%,36%,74%,48%,47%,43%,N.D.,75%,41%,48%,49%,Ciencias Naturales
325486000275,NEMOCÓN,COLEGIO DE LA REAL LEGIÓN BRITÁNICA,49,Similar,10,Similar,19%,50%,31%,0%,61%,50%,39%,68%,50%,45%,50%,51%,48%,50%,35%,55%,21%,60%,45%,53%,55%,60%,52%,38%,53%,N.D.,52%,57%,56%,49%,Ciencias Naturales
325486000259,NEMOCÓN,COLEGIO SAN FRANCISCO DE ASIS,48,Similar,4,Mayor,0%,100%,0%,0%,100%,50%,50%,100%,50%,60%,67%,20%,33%,100%,20%,75%,67%,50%,33%,40%,50%,80%,50%,67%,80%,N.D.,50%,50%,100%,50%,Ciencias Naturales
325486800019,NEMOCÓN,COLEGIO FUNDACION SOCIAL ALBERTO MERANI,54,Similar,8,Similar,0%,50%,50%,0%,0%,50%,0%,22%,70%,22%,29%,86%,50%,33%,20%,50%,0%,75%,60%,38%,50%,70%,63%,38%,27%,N.D.,80%,11%,14%,25%,Ciencias Naturales
225488000081,NILO,INSTITUCION EDUCATIVA DEPARTAMENTAL PUEBLO NUEVO,53,Similar,5,Mayor,0%,71%,29%,0%,31%,63%,29%,42%,67%,27%,23%,62%,57%,0%,20%,78%,10%,63%,33%,44%,25%,81%,60%,63%,48%,N.D.,81%,41%,29%,50%,Ciencias Naturales
125488000133,NILO,INSTITUCION EDUCATIVA DEPARTAMENTAL ORESTE SINDICI,52,Similar,7,Similar,8%,68%,24%,0%,33%,53%,24%,51%,64%,39%,36%,51%,51%,30%,29%,48%,31%,47%,49%,50%,41%,60%,54%,53%,44%,N.D.,70%,44%,42%,53%,Ciencias Naturales
225488000057,NILO,LICEO FRANCISCO JOSE DE CALDAS,64,Menor,6,Mayor,0%,0%,92%,8%,4%,41%,13%,36%,50%,21%,35%,39%,28%,14%,3%,36%,11%,48%,23%,27%,5%,39%,33%,38%,11%,N.D.,33%,22%,20%,17%,Ciencias Naturales
225488000201,NILO,INSTITUCION EDUCATIVA DEPARTAMENTAL LA ESMERALDA,50,Similar,10,Similar,18%,55%,26%,0%,35%,57%,25%,64%,65%,35%,38%,63%,49%,40%,29%,65%,45%,60%,52%,52%,41%,65%,57%,52%,49%,N.D.,59%,50%,57%,53%,Ciencias Naturales
125489000447,NIMAIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL CACIQUE ANAMAY,46,Similar,10,Similar,33%,40%,27%,0%,50%,51%,44%,59%,67%,40%,38%,69%,69%,13%,36%,70%,33%,55%,56%,56%,61%,79%,60%,45%,65%,N.D.,59%,54%,57%,70%,Ciencias Naturales
22548900045,NIMAIMA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MISAEL PASTRANA BORRERO DE TOBIA,47,Similar,8,Similar,20%,60%,20%,0%,36%,56%,25%,47%,74%,47%,52%,64%,66%,33%,37%,78%,42%,68%,53%,57%,41%,71%,67%,61%,58%,N.D.,68%,47%,32%,51%,Ciencias Naturales
125491000233,NOCAIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL ,55,Similar,8,Similar,6%,56%,31%,6%,31%,48%,36%,54%,63%,17%,23%,39%,43%,44%,27%,56%,20%,59%,46%,33%,41%,55%,63%,41%,24%,N.D.,50%,42%,21%,35%,Ciencias Naturales
125491000241,NOCAIMA,I.E. DEPARTAMENTAL NORMAL SUPERIOR,52,Similar,11,Similar,19%,39%,33%,8%,36%,51%,29%,43%,63%,36%,45%,58%,45%,24%,34%,56%,38%,49%,43%,41%,35%,56%,52%,61%,45%,N.D.,54%,39%,47%,40%,Ciencias Naturales
125506000197,VENECIA,INSTITUCION EDUCATIVA DEPARTAMENTAL VENECIA,50,Similar,9,Similar,15%,63%,20%,2%,40%,59%,36%,49%,62%,42%,37%,60%,51%,32%,28%,59%,36%,62%,49%,54%,42%,62%,66%,64%,49%,N.D.,58%,43%,46%,57%,Ciencias Naturales
125513001417,PACHO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL AQUILEO PARRA,52,Similar,8,Similar,7%,59%,35%,0%,28%,42%,43%,57%,63%,41%,40%,52%,46%,43%,23%,67%,29%,57%,43%,49%,32%,66%,40%,55%,42%,N.D.,58%,43%,44%,48%,Ciencias Naturales
12551300095,PACHO,INSTITUCION EDUCATIVA DEPARTAMENTAL PIO XII,50,Similar,10,Similar,18%,57%,22%,3%,40%,53%,27%,51%,71%,35%,40%,51%,63%,41%,34%,58%,35%,64%,48%,52%,47%,71%,54%,66%,52%,N.D.,61%,40%,59%,54%,Ciencias Naturales
225513001225,PACHO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL SANTA INES DE PASUNCHA,47,Similar,8,Similar,20%,55%,25%,0%,48%,53%,55%,59%,65%,50%,50%,55%,68%,44%,39%,56%,38%,71%,57%,67%,41%,69%,59%,59%,48%,N.D.,63%,50%,54%,70%,Ciencias Naturales
225513000032,PACHO,I.E.D. INSTITUTO TECNICO AGRICOLA,48,Similar,9,Similar,19%,61%,20%,0%,52%,51%,48%,55%,63%,44%,50%,67%,54%,38%,35%,57%,32%,56%,53%,53%,61%,73%,67%,71%,53%,N.D.,60%,43%,48%,51%,Ciencias Naturales
125513001069,PACHO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TÉCNICO COMERCIAL ANA FRANCISCA LARA,54,Similar,9,Similar,11%,44%,41%,5%,27%,43%,31%,47%,56%,27%,43%,46%,50%,35%,25%,55%,28%,50%,42%,53%,38%,53%,54%,56%,43%,N.D.,62%,41%,37%,48%,Ciencias Naturales
225513000776,PACHO,I.E.R.D. LIMONCITOS,46,Similar,8,Similar,24%,62%,14%,0%,38%,59%,52%,64%,67%,56%,41%,67%,54%,35%,43%,72%,32%,68%,53%,62%,48%,68%,77%,64%,57%,N.D.,68%,43%,41%,53%,Ciencias Naturales
125518000478,PAIME,INSTITUCION EDUCATIVA DEPARTAMENTAL NACIONALIZADO PAIME,47,Similar,8,Similar,19%,59%,22%,0%,54%,54%,50%,46%,63%,43%,48%,64%,55%,57%,32%,68%,24%,56%,47%,70%,70%,72%,82%,51%,53%,N.D.,62%,54%,53%,63%,Ciencias Naturales
125518000656,PAIME,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL NACIONALIZADO TUDELA PAIME,51,Similar,10,Similar,24%,47%,29%,0%,39%,39%,27%,53%,71%,38%,47%,58%,53%,22%,36%,50%,25%,52%,50%,40%,50%,64%,54%,60%,57%,N.D.,58%,52%,35%,60%,Ciencias Naturales
225524000247,PANDI,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SANTA HELENA,51,Similar,10,Similar,14%,64%,21%,0%,35%,50%,31%,44%,60%,44%,38%,57%,41%,57%,37%,50%,32%,47%,62%,58%,27%,50%,81%,61%,51%,N.D.,64%,48%,35%,63%,Ciencias Naturales
125524000013,PANDI,INSTITUCION EDUCATIVA DEPARTAMENTAL FRANCISCO JOSE DE CALDAS,48,Similar,11,Similar,32%,43%,18%,7%,44%,53%,56%,52%,64%,47%,59%,60%,58%,67%,27%,63%,38%,58%,46%,61%,40%,67%,67%,53%,52%,N.D.,64%,45%,59%,50%,Ciencias Naturales
225530000267,PARATEBUENO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL SANTA CECILIA,53,Similar,9,Similar,15%,38%,46%,0%,22%,46%,44%,47%,38%,28%,31%,45%,26%,0%,18%,63%,43%,59%,51%,48%,42%,69%,63%,38%,38%,N.D.,66%,50%,60%,38%,Ciencias Naturales
225530000348,PARATEBUENO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL JOSUÉ MANRIQUE,51,Similar,8,Similar,9%,61%,30%,0%,30%,51%,38%,58%,69%,36%,51%,49%,55%,41%,21%,56%,28%,58%,40%,46%,27%,68%,57%,57%,44%,N.D.,63%,44%,55%,51%,Ciencias Naturales
22553000002,PARATEBUENO,I.E.D. AGRICOLA PARATEBUENO,51,Similar,9,Similar,14%,56%,30%,0%,29%,48%,38%,49%,60%,35%,41%,52%,55%,32%,24%,59%,20%,65%,42%,54%,48%,75%,62%,52%,42%,N.D.,59%,43%,45%,52%,Ciencias Naturales
22553500001,PASCA,INSTITUCION EDUCATIVA DEPTAL ADOLFO LEON GOMEZ,48,Similar,8,Similar,16%,72%,13%,0%,47%,53%,28%,51%,75%,41%,44%,62%,53%,35%,42%,67%,43%,60%,53%,59%,51%,56%,68%,57%,50%,N.D.,70%,49%,47%,51%,Ciencias Naturales
125535000023,PASCA,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DE LA ENCARNACION,51,Similar,9,Similar,12%,54%,33%,1%,40%,52%,27%,52%,64%,36%,39%,54%,53%,31%,29%,57%,36%,59%,44%,49%,41%,66%,57%,50%,43%,N.D.,62%,39%,48%,56%,Ciencias Naturales
125572000238,PUERTO SALGAR,INSTITUCION EDUCATIVA DEPARTAMENTAL  MIXTO,52,Similar,10,Similar,13%,47%,38%,2%,37%,51%,37%,50%,61%,41%,36%,54%,48%,38%,24%,53%,36%,57%,42%,51%,46%,62%,52%,50%,42%,N.D.,63%,36%,55%,42%,Ciencias Naturales
325572000016,PUERTO SALGAR,COLEGIO CORAZONISTA,62,Menor,9,Similar,0%,24%,64%,12%,18%,36%,24%,36%,46%,18%,18%,38%,44%,17%,11%,46%,12%,27%,37%,21%,31%,46%,48%,24%,26%,N.D.,50%,25%,31%,30%,Ciencias Naturales
125572000033,PUERTO SALGAR,INSTITUCION EDUCATIVA DEPARTAMENTAL POLICARPA  SALAVARRIETA,46,Similar,9,Similar,38%,46%,17%,0%,43%,62%,58%,68%,52%,44%,47%,44%,60%,36%,46%,69%,46%,60%,60%,61%,60%,63%,69%,69%,60%,N.D.,63%,51%,52%,63%,Ciencias Naturales
325572000075,PUERTO SALGAR,GIMNASIO MILITAR FAC TC FLAVIO ANGULO PIEDRAHITA,60,Menor,7,Similar,0%,18%,82%,0%,18%,35%,16%,34%,63%,21%,29%,26%,42%,29%,19%,49%,18%,28%,25%,32%,26%,52%,61%,32%,16%,N.D.,35%,24%,19%,24%,Ciencias Naturales
125572000114,PUERTO SALGAR,INSTITUCION EDUCATIVA DEPARTAMENTAL MIXTO ANTONIO RICAURTE,48,Similar,9,Similar,27%,58%,15%,0%,49%,57%,35%,59%,69%,46%,39%,56%,56%,57%,35%,60%,39%,64%,51%,62%,46%,65%,65%,56%,48%,N.D.,67%,53%,58%,58%,Ciencias Naturales
22557200047,PUERTO SALGAR,INSTITUCION EDUCATIVA DEPARTAMENTAL PUERTO LIBRE,47,Similar,9,Similar,27%,60%,13%,0%,45%,58%,32%,58%,76%,45%,53%,59%,60%,40%,35%,66%,41%,71%,51%,69%,38%,63%,81%,63%,55%,N.D.,55%,39%,56%,65%,Ciencias Naturales
125580000298,PULÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADO ,48,Similar,9,Similar,17%,65%,17%,0%,57%,50%,44%,49%,69%,31%,49%,77%,66%,57%,41%,58%,56%,61%,54%,53%,41%,78%,59%,72%,58%,N.D.,65%,42%,35%,54%,Ciencias Naturales
325592000136,QUEBRADANEGRA,INSTITUCION EDUCATIVA DEPARTAMENTAL ALFREDO VASQUEZ COBO,54,Similar,10,Similar,5%,53%,42%,0%,31%,43%,35%,61%,65%,29%,38%,68%,58%,33%,29%,47%,39%,50%,37%,44%,32%,68%,54%,39%,33%,N.D.,54%,32%,38%,50%,Ciencias Naturales
225592000221,QUEBRADANEGRA,INSTITUCION EDUCATIVA DEPARTAMENTAL LA MAGDALENA,48,Similar,9,Similar,23%,53%,25%,0%,39%,58%,43%,59%,71%,33%,45%,61%,61%,37%,26%,63%,53%,64%,46%,54%,49%,67%,65%,56%,47%,N.D.,68%,47%,62%,59%,Ciencias Naturales
22559400083,QUETAME,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO COMERCIAL PUENTE QUETAME ,49,Similar,8,Similar,17%,63%,20%,0%,41%,51%,32%,46%,68%,36%,50%,66%,59%,59%,33%,68%,49%,54%,48%,54%,53%,66%,65%,62%,56%,N.D.,72%,41%,63%,52%,Ciencias Naturales
125594000584,QUETAME,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL ESCUELA NORMAL SUPERIOR SANTA TERESITA,51,Similar,8,Similar,7%,65%,28%,0%,33%,52%,24%,44%,70%,34%,50%,58%,49%,50%,30%,69%,27%,55%,45%,54%,43%,79%,59%,57%,41%,N.D.,65%,43%,53%,56%,Ciencias Naturales
225596000497,QUIPILE,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL JOAQUIN ALFONSO MEDINA,48,Similar,8,Similar,13%,67%,20%,0%,42%,58%,29%,64%,63%,53%,52%,59%,48%,29%,41%,68%,30%,51%,48%,43%,32%,75%,68%,70%,48%,N.D.,71%,45%,67%,49%,Ciencias Naturales
225596000314,QUIPILE,INSTITUCION EDUCATIVA DEPARTAMENTAL JOSE MANUEL DUARTE,52,Similar,9,Similar,14%,57%,29%,0%,33%,39%,43%,44%,81%,23%,40%,50%,31%,0%,35%,65%,31%,50%,24%,44%,60%,43%,64%,55%,60%,N.D.,62%,23%,67%,56%,Ciencias Naturales
225596000411,QUIPILE,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL AGROPECUARIO  LA SIERRA,53,Similar,8,Similar,9%,55%,36%,0%,25%,38%,50%,38%,69%,20%,38%,62%,52%,17%,27%,69%,31%,52%,52%,48%,33%,78%,71%,58%,33%,N.D.,55%,44%,36%,39%,Ciencias Naturales
125596000301,QUIPILE,INSTITUCION EDUCATIVA DEPTAL. JOAQUIN SABOGAL,49,Similar,7,Similar,12%,76%,12%,0%,38%,52%,46%,47%,63%,50%,37%,61%,55%,57%,20%,69%,29%,62%,49%,56%,50%,81%,68%,63%,36%,N.D.,53%,44%,60%,55%,Ciencias Naturales
12559900006,APULO,INSTITUTO EDUCATIVO DEPARTAMENTAL ANTONIO NARINO,48,Similar,9,Similar,17%,63%,19%,0%,49%,56%,31%,57%,63%,47%,46%,56%,59%,37%,28%,62%,39%,66%,52%,55%,56%,66%,68%,66%,50%,N.D.,67%,49%,51%,49%,Ciencias Naturales
125612000139,RICAURTE,INSTITUCION EDUCATIVA DEPARTAMENTAL ANTONIO RICAURTE,47,Similar,7,Similar,16%,77%,8%,0%,44%,58%,41%,62%,65%,43%,42%,63%,61%,50%,33%,62%,43%,72%,50%,56%,51%,70%,63%,61%,59%,N.D.,70%,46%,45%,59%,Ciencias Naturales
225645000244,SAN ANTONIO DEL TEQUENDAMA,INSTITUCION EDUCATIVA DEPARTAMENTAL MARIANO SANTAMARIA,52,Similar,10,Similar,13%,50%,35%,2%,41%,42%,35%,42%,60%,26%,43%,49%,58%,32%,26%,66%,38%,56%,44%,46%,31%,70%,56%,50%,50%,N.D.,54%,37%,53%,50%,Ciencias Naturales
425645000332,SAN ANTONIO DEL TEQUENDAMA,GIMNASIO CAMPESTRE EDUCACIÓN DINÁMICA,56,Similar,4,Mayor,0%,50%,50%,0%,50%,50%,0%,60%,89%,0%,0%,57%,0%,0%,33%,100%,0%,40%,33%,33%,25%,40%,40%,20%,20%,N.D.,100%,50%,0%,40%,Ciencias Naturales
125645000258,SAN ANTONIO DEL TEQUENDAMA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN ANTONIO DEL  TEQUEND,50,Similar,8,Similar,11%,61%,26%,3%,35%,55%,39%,50%,61%,35%,42%,57%,47%,28%,30%,70%,35%,52%,50%,54%,55%,63%,60%,53%,50%,N.D.,71%,43%,52%,53%,Ciencias Naturales
225649000435,SAN BERNARDO,INTITUCION EDUCATIVA RURAL DEPARTAMENTAL ANDES,50,Similar,9,Similar,15%,54%,31%,0%,25%,33%,17%,48%,78%,39%,44%,50%,43%,50%,40%,60%,31%,47%,63%,63%,47%,68%,75%,42%,55%,N.D.,62%,46%,38%,60%,Ciencias Naturales
125649000341,SAN BERNARDO,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN BERNARDO,53,Similar,8,Similar,0%,67%,33%,0%,27%,45%,29%,58%,63%,38%,39%,59%,45%,50%,16%,59%,33%,59%,28%,54%,45%,60%,58%,62%,41%,N.D.,58%,25%,48%,52%,Ciencias Naturales
125649000015,SAN BERNARDO,INSTITUCION EDUCATIVA DEPARTAMENTAL ESCUELA NORMAL SUPERIOR,47,Similar,8,Similar,19%,68%,12%,1%,41%,59%,53%,57%,69%,46%,48%,61%,62%,53%,42%,66%,41%,61%,53%,64%,37%,64%,64%,55%,55%,N.D.,67%,57%,53%,58%,Ciencias Naturales
225653000032,SAN CAYETANO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL  CAMANCHA,46,Similar,8,Similar,33%,50%,17%,0%,38%,38%,57%,73%,88%,27%,64%,46%,90%,100%,44%,71%,36%,69%,59%,53%,40%,64%,75%,83%,47%,N.D.,58%,54%,50%,80%,Ciencias Naturales
125653000305,SAN CAYETANO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL INTEGRADO SAN CAYETANO,48,Similar,9,Similar,19%,65%,14%,3%,38%,51%,50%,54%,68%,46%,49%,60%,50%,61%,30%,60%,43%,65%,55%,56%,41%,57%,70%,70%,55%,N.D.,65%,41%,58%,60%,Ciencias Naturales
225653000041,SAN CAYETANO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL CUIBUCO,54,Similar,9,Similar,13%,50%,38%,0%,17%,45%,43%,25%,62%,50%,24%,36%,63%,40%,26%,45%,17%,74%,42%,50%,30%,79%,82%,50%,35%,N.D.,47%,36%,50%,35%,Ciencias Naturales
125658000231,SAN FRANCISCO,INSTITUCION EDUCATIVA REPUBLICA DE FRANCIA,48,Similar,8,Similar,20%,63%,17%,0%,38%,61%,34%,50%,64%,44%,48%,68%,56%,40%,34%,68%,34%,59%,53%,53%,45%,65%,64%,55%,53%,N.D.,71%,48%,49%,60%,Ciencias Naturales
325658000353,SAN FRANCISCO,GIMNASIO CAMPESTRE INTIMALKA,54,Similar,7,Similar,0%,67%,33%,0%,20%,29%,0%,57%,70%,0%,50%,36%,50%,25%,31%,60%,33%,55%,42%,50%,29%,55%,55%,46%,41%,N.D.,90%,29%,69%,17%,Ciencias Naturales
225662000134,SAN JUAN DE RIOSECO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL DIEGO URIBE VARGAS,52,Similar,10,Similar,13%,53%,33%,0%,36%,37%,40%,41%,60%,47%,41%,66%,60%,60%,31%,53%,35%,53%,40%,33%,32%,66%,56%,61%,44%,N.D.,63%,34%,54%,40%,Ciencias Naturales
125662000156,SAN JUAN DE RIOSECO,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN JUAN DE RIOSECO,50,Similar,9,Similar,20%,53%,27%,0%,36%,48%,34%,49%,62%,41%,49%,53%,53%,32%,27%,63%,32%,64%,45%,52%,43%,71%,55%,51%,49%,N.D.,67%,39%,59%,50%,Ciencias Naturales
225662000355,SAN JUAN DE RIOSECO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SANTA TERESA ,48,Similar,9,Similar,20%,70%,10%,0%,55%,56%,38%,68%,77%,50%,41%,60%,52%,29%,25%,71%,44%,55%,56%,56%,45%,70%,56%,55%,52%,N.D.,58%,36%,39%,52%,Ciencias Naturales
225662000339,SAN JUAN DE RIOSECO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN NICOLAS,51,Similar,8,Similar,6%,56%,38%,0%,31%,44%,35%,58%,62%,31%,45%,48%,53%,11%,21%,51%,35%,55%,38%,54%,48%,72%,45%,74%,57%,N.D.,73%,41%,50%,57%,Ciencias Naturales
125718000219,SASAIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE FATIMA,50,Similar,9,Similar,16%,56%,27%,0%,43%,54%,35%,53%,64%,43%,45%,61%,54%,35%,26%,61%,34%,60%,45%,55%,39%,60%,74%,51%,54%,N.D.,69%,51%,55%,47%,Ciencias Naturales
125718000243,SASAIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN NICOLAS,49,Similar,11,Similar,19%,48%,29%,3%,39%,55%,45%,51%,65%,47%,51%,55%,58%,31%,33%,64%,34%,55%,45%,58%,50%,69%,48%,64%,55%,N.D.,64%,39%,64%,46%,Ciencias Naturales
225718000175,SASAIMA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN BERNARDO,48,Similar,9,Similar,19%,57%,24%,0%,30%,62%,40%,56%,66%,53%,52%,51%,51%,27%,39%,57%,31%,70%,50%,66%,30%,68%,82%,56%,55%,N.D.,70%,62%,53%,55%,Ciencias Naturales
325736000233,SESQUILÉ,COL COOP COMERCIAL                                          ,61,Menor,7,Similar,0%,13%,81%,6%,15%,28%,38%,28%,58%,23%,32%,47%,38%,13%,8%,40%,17%,56%,35%,15%,19%,50%,33%,27%,13%,N.D.,45%,25%,26%,34%,Ciencias Naturales
225736000051,SESQUILÉ,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL EL DORADO,49,Similar,7,Similar,13%,67%,21%,0%,35%,59%,41%,57%,65%,42%,38%,53%,46%,45%,34%,67%,45%,58%,43%,60%,55%,68%,64%,48%,49%,N.D.,64%,47%,52%,59%,Ciencias Naturales
22573600014,SESQUILÉ,INSTITUCION EDUCATIVA DEPARTAMENTAL MENDEZ ROZO,53,Similar,7,Similar,4%,62%,35%,0%,36%,57%,50%,43%,52%,30%,46%,49%,47%,50%,33%,60%,25%,54%,47%,49%,35%,68%,44%,43%,30%,N.D.,50%,38%,41%,46%,Ciencias Naturales
125736000102,SESQUILÉ,INSTITUCION ED. DEPTAL CARLOS ABONDANO GONZALEZ ,53,Similar,8,Similar,5%,64%,28%,3%,31%,46%,35%,46%,62%,31%,36%,57%,47%,36%,26%,50%,38%,63%,39%,47%,35%,56%,46%,38%,42%,N.D.,60%,38%,44%,52%,Ciencias Naturales
125740000346,SIBATÉ,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL GENERAL SANTANDER,51,Similar,9,Similar,10%,60%,28%,2%,38%,52%,29%,44%,63%,37%,42%,51%,53%,35%,32%,55%,36%,56%,49%,52%,46%,66%,62%,49%,46%,N.D.,67%,38%,46%,47%,Ciencias Naturales
225740000146,SIBATÉ,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN BENITO,54,Similar,10,Similar,17%,33%,44%,6%,41%,47%,38%,43%,71%,26%,28%,33%,57%,10%,27%,49%,31%,51%,18%,49%,59%,39%,55%,31%,43%,N.D.,56%,30%,58%,47%,Ciencias Naturales
225740000138,SIBATÉ,INSTITUCION EDUCATIVA DEPARTAMENTAL ROMERAL,47,Similar,8,Similar,30%,60%,10%,0%,48%,51%,50%,66%,55%,55%,43%,83%,55%,67%,27%,58%,52%,69%,43%,60%,55%,79%,41%,59%,47%,N.D.,68%,47%,65%,70%,Ciencias Naturales
325740000469,SIBATÉ,LICEO PSICOPEDAGOGICO SAN AGUSTIN,55,Similar,8,Similar,0%,50%,50%,0%,35%,53%,14%,48%,57%,25%,38%,49%,25%,15%,25%,56%,20%,56%,36%,44%,39%,69%,58%,51%,36%,N.D.,63%,28%,32%,45%,Ciencias Naturales
125740000443,SIBATÉ,INSTITUCION EDUCATIVA DEPARTAMENTAL PABLO NERUDA,49,Similar,8,Similar,10%,66%,24%,0%,36%,55%,30%,48%,69%,41%,43%,55%,57%,30%,39%,63%,37%,58%,36%,44%,48%,69%,67%,63%,51%,N.D.,67%,49%,54%,57%,Ciencias Naturales
225740000189,SIBATÉ,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN MIGUEL,51,Similar,10,Similar,12%,52%,32%,4%,40%,47%,22%,60%,61%,40%,41%,54%,48%,30%,33%,60%,39%,56%,37%,51%,50%,68%,55%,46%,43%,N.D.,63%,37%,54%,55%,Ciencias Naturales
325740000027,SIBATÉ,COLEGIO PARROQUIAL LA ASUNCION                                  ,57,Similar,9,Similar,5%,35%,58%,2%,28%,32%,27%,42%,54%,30%,36%,43%,42%,9%,20%,53%,28%,36%,33%,40%,37%,59%,42%,40%,35%,N.D.,54%,30%,50%,35%,Ciencias Naturales
425740000501,SIBATÉ,LICEO CAMPESTRE BOSQUE ANDINO                                      ,68,Menor,6,Mayor,0%,0%,67%,33%,0%,14%,33%,29%,55%,0%,0%,38%,0%,0%,0%,29%,0%,17%,11%,13%,20%,20%,50%,17%,25%,N.D.,20%,29%,0%,17%,Ciencias Naturales
325740000361,SIBATÉ,LIC SAMPER URIBE,52,Similar,5,Mayor,0%,77%,23%,0%,27%,68%,46%,55%,71%,14%,48%,54%,45%,33%,34%,61%,24%,58%,53%,41%,27%,63%,50%,53%,38%,N.D.,56%,47%,39%,60%,Ciencias Naturales
425740000498,SIBATÉ,LICEO CRISTIANO KYRIOS,54,Similar,9,Similar,13%,47%,40%,0%,30%,30%,35%,31%,63%,27%,54%,47%,44%,27%,19%,44%,53%,80%,43%,47%,37%,58%,41%,69%,25%,N.D.,42%,29%,72%,50%,Ciencias Naturales
325740000574,SIBATÉ,COLEGIO LEON DE GREIF,49,Similar,11,Similar,20%,60%,20%,0%,67%,52%,33%,29%,73%,28%,30%,55%,50%,25%,29%,75%,50%,57%,45%,56%,41%,61%,61%,83%,28%,N.D.,69%,48%,60%,46%,Ciencias Naturales
325740000566,SIBATÉ,CENTRO EDUCATIVO INFANCIA DE JESUS,50,Similar,6,Mayor,0%,67%,33%,0%,57%,38%,0%,50%,64%,40%,75%,50%,44%,33%,43%,75%,33%,27%,56%,57%,0%,57%,40%,86%,80%,N.D.,80%,33%,67%,43%,Ciencias Naturales
125743000401,SILVANIA,INSTITUCION EDUCATIVA DEPARTAMENTAL SANTA INES,48,Similar,8,Similar,18%,63%,19%,0%,42%,58%,42%,59%,67%,42%,49%,62%,59%,32%,34%,61%,36%,61%,48%,53%,46%,62%,54%,65%,50%,N.D.,67%,46%,58%,53%,Ciencias Naturales
225743000619,SILVANIA,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL AGUABONITA,44,Mayor,8,Similar,35%,59%,6%,0%,52%,60%,28%,59%,60%,63%,48%,73%,68%,44%,57%,70%,33%,67%,59%,63%,56%,66%,73%,74%,62%,N.D.,60%,47%,21%,72%,Ciencias Naturales
225743000562,SILVANIA,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL DE SUBIA,47,Similar,8,Similar,23%,61%,15%,1%,44%,61%,41%,53%,66%,42%,48%,63%,53%,36%,40%,69%,36%,59%,57%,59%,49%,70%,68%,63%,53%,N.D.,63%,54%,48%,63%,Ciencias Naturales
