codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pmat,desviacion,comparacion_dmat,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
10503400074,ANDES,INSTITUCION EDUCATIVA JUAN DE DIOS URIBE,49,Similar,11,Similar,14%,50%,32%,5%,55%,42%,66%,Matemáticas
105034001207,ANDES,INSTITUCION EDUCATIVA MARIA AUXILIADORA,58,Menor,11,Similar,3%,19%,65%,13%,50%,26%,50%,Matemáticas
205034000345,ANDES,I. E. FELIPE HENAO JARAMILLO,45,Similar,11,Similar,15%,53%,32%,0%,77%,46%,61%,Matemáticas
205034000248,ANDES,INSTITUCION EDUCATIVA TAPARTO,49,Similar,9,Similar,6%,45%,48%,0%,68%,39%,65%,Matemáticas
105034000014,ANDES,INSTITUCION EDUCATIVA SAN JUAN DE LOS ANDES,60,Menor,8,Mayor,0%,16%,72%,12%,52%,25%,49%,Matemáticas
205034001317,ANDES,I. E. SAN PERUCHITO,47,Similar,11,Similar,11%,56%,30%,4%,74%,51%,63%,Matemáticas
205034000078,ANDES,INSTITUCIÓN EDUCATIVA RURAL CARBONERA,45,Similar,9,Similar,23%,42%,35%,0%,68%,44%,68%,Matemáticas
205034000329,ANDES,C. E. R. SANTA INES,46,Similar,9,Similar,11%,44%,44%,0%,70%,54%,67%,Matemáticas
105036000097,ANGELÓPOLIS,INSTITUCION EDUCATIVA SAN JOSE,43,Similar,11,Similar,28%,44%,26%,2%,72%,55%,71%,Matemáticas
205036000083,ANGELÓPOLIS,INSTITUCION EDUCATIVA LOS ANGELES,41,Mayor,12,Similar,35%,29%,35%,0%,68%,56%,70%,Matemáticas
105038000019,ANGOSTURA,I. E. MARIANO DE JESUS EUSSE,46,Similar,12,Similar,28%,38%,34%,0%,71%,47%,63%,Matemáticas
205038000439,ANGOSTURA,C. E. R. PAJARITO ARRIBA,39,Mayor,8,Mayor,38%,50%,12%,0%,76%,62%,75%,Matemáticas
105040000212,ANORÍ,I. E. ANORI,47,Similar,11,Similar,14%,52%,33%,1%,67%,49%,65%,Matemáticas
205040001434,ANORÍ,I.E.R LA CRISTALINA,36,Mayor,9,Similar,49%,43%,7%,0%,75%,67%,73%,Matemáticas
305042000707,SANTA FÉ DE ANTIOQUIA,INSTITUTO ARQUIDIOCESANO URBANO Y RURAL -IAUR-,60,Menor,12,Similar,9%,9%,64%,18%,49%,30%,49%,Matemáticas
105042000732,SANTA FÉ DE ANTIOQUIA,I. E. ARTURO VELASQUEZ ORTIZ,49,Similar,11,Similar,16%,44%,37%,3%,68%,40%,66%,Matemáticas
10504200018,SANTA FÉ DE ANTIOQUIA,I. E. SAN LUIS GONZAGA,48,Similar,11,Similar,14%,46%,39%,2%,66%,46%,61%,Matemáticas
205042000281,SANTA FÉ DE ANTIOQUIA,I. E. R. NURQUI,41,Mayor,10,Similar,33%,48%,19%,0%,75%,55%,72%,Matemáticas
205042000508,SANTA FÉ DE ANTIOQUIA,I. E. R. OGOSCO,39,Mayor,9,Similar,32%,59%,10%,0%,76%,64%,73%,Matemáticas
205042000354,SANTA FÉ DE ANTIOQUIA,C. E. R. EL PESCADO,40,Mayor,10,Similar,33%,50%,18%,0%,74%,56%,68%,Matemáticas
205044000017,ANZÁ,I. E. R. ASCENSION MONTOYA DE TORRES,48,Similar,13,Similar,26%,22%,52%,0%,59%,46%,59%,Matemáticas
105044000128,ANZÁ,I. E. ANZA,47,Similar,11,Similar,16%,53%,32%,0%,63%,46%,63%,Matemáticas
205051001347,ARBOLETES,INSTITUCION EDUCATIVA RURAL BUENOS AIRES,38,Mayor,10,Similar,43%,48%,9%,0%,64%,64%,66%,Matemáticas
205051002238,ARBOLETES,INSTITUCION EDUCATIVA RURAL LA TRINIDAD,43,Similar,9,Similar,18%,61%,21%,0%,73%,49%,63%,Matemáticas
105051000508,ARBOLETES,I. E. JOSE MANUEL RESTREPO,45,Similar,10,Similar,19%,50%,30%,1%,72%,47%,64%,Matemáticas
205051001959,ARBOLETES,INSTITUCION EDUCATIVA RURAL LA CANDELARIA,44,Similar,8,Mayor,20%,61%,20%,0%,72%,51%,63%,Matemáticas
205051000081,ARBOLETES,I. E. R. PAJILLAL,39,Mayor,9,Similar,47%,41%,12%,0%,77%,60%,76%,Matemáticas
205051001339,ARBOLETES,I. E. R. EL CARMELO,43,Similar,9,Similar,17%,54%,29%,0%,79%,46%,68%,Matemáticas
205051002696,ARBOLETES,INSTITUCION EDUCATIVA RURAL SANTA FE DE LAS PLATAS,39,Mayor,9,Similar,43%,46%,11%,0%,69%,61%,73%,Matemáticas
2050510027,ARBOLETES,I. E. R. GUADUAL ARRIBA,40,Mayor,8,Mayor,29%,67%,5%,0%,78%,60%,72%,Matemáticas
105051000028,ARBOLETES,INSTITUCION EDUCATIVA MIGUEL VICENTE GARRIDO ORTIZ,50,Similar,11,Similar,13%,38%,48%,1%,61%,43%,64%,Matemáticas
205051002467,ARBOLETES,I. E. R. BAJO LA ARENOSA,40,Mayor,9,Similar,33%,54%,13%,0%,77%,57%,74%,Matemáticas
405051007999,ARBOLETES,I. E. R. INDIGENA EL CANIME,35,Mayor,7,Mayor,59%,41%,0%,0%,81%,76%,75%,Matemáticas
105055000022,ARGELIA,I. E. SANTA TERESA,43,Similar,10,Similar,26%,51%,23%,0%,69%,51%,66%,Matemáticas
205055000281,ARGELIA,I. E. R. PRESBITERO MARIO ANGEL,43,Similar,10,Similar,26%,58%,16%,0%,66%,47%,72%,Matemáticas
105059000116,ARMENIA,INSTITUCION EDUCATIVA ROSA MESA DE MEJIA,51,Similar,11,Similar,8%,32%,60%,0%,64%,36%,62%,Matemáticas
105079000406,BARBOSA,I. E. PRESBITERO LUIS EDUARDO PEREZ MOLINA,47,Similar,12,Similar,19%,44%,32%,4%,69%,48%,65%,Matemáticas
205079000346,BARBOSA,INSTITUCIÓN EDUCATIVA RURAL EL TABLAZO,48,Similar,11,Similar,11%,50%,39%,0%,74%,45%,64%,Matemáticas
205079000885,BARBOSA,INSTITUCIÓN EDUCATIVA RURAL EL HATILLO,48,Similar,10,Similar,10%,55%,34%,0%,66%,44%,61%,Matemáticas
205079000206,BARBOSA,INSTITUCIÓN EDUCATIVA RURAL YARUMITO,48,Similar,8,Mayor,7%,43%,50%,0%,70%,46%,62%,Matemáticas
3050790006,BARBOSA,COLEGIO COOPERATIVO SIMON BOLIVAR (P),52,Similar,7,Mayor,0%,41%,59%,0%,70%,44%,67%,Matemáticas
105079000082,BARBOSA,INSTITUCION EDUCATIVA LUIS EDUARDO ARIAS REINEL,50,Similar,10,Similar,8%,38%,54%,0%,68%,42%,60%,Matemáticas
105079000015,BARBOSA,I. E. MANUEL JOSE CAICEDO,55,Similar,10,Similar,5%,32%,55%,9%,54%,34%,53%,Matemáticas
205079000729,BARBOSA,I. E. R. BUGA,41,Mayor,9,Similar,30%,51%,19%,0%,70%,57%,77%,Matemáticas
205086000033,BELMIRA,I. E. R.  LABORES,39,Mayor,6,Mayor,26%,74%,0%,0%,76%,60%,69%,Matemáticas
10508600011,BELMIRA,INSTITUCION EDUCATIVA PRESBITERO RICARDO LUIS GUTIERREZ TOBON,50,Similar,11,Similar,16%,34%,47%,3%,62%,36%,63%,Matemáticas
205086000092,BELMIRA,I. E. R. CARLOS GONZALEZ,47,Similar,10,Similar,11%,51%,38%,0%,69%,44%,62%,Matemáticas
105091000012,BETANIA,INSTITUCION EDUCATIVA PERLA DEL CITARA,46,Similar,9,Similar,14%,49%,37%,0%,62%,48%,70%,Matemáticas
105093000109,BETULIA,I. E. SAN JOSE,45,Similar,10,Similar,20%,49%,31%,0%,70%,54%,69%,Matemáticas
20509300026,BETULIA,I E FRANCISCO CESAR,49,Similar,9,Similar,8%,45%,48%,0%,69%,44%,61%,Matemáticas
205093000413,BETULIA,I. E. R. LA SUCRE,39,Mayor,11,Similar,50%,33%,17%,0%,74%,59%,73%,Matemáticas
205101000371,CIUDAD BOLÍVAR,I. E. R. LA ERMITA,55,Similar,10,Similar,0%,25%,75%,0%,69%,25%,44%,Matemáticas
205101000304,CIUDAD BOLÍVAR,I. E. R. JUAN TAMAYO,50,Similar,8,Mayor,0%,60%,40%,0%,68%,51%,63%,Matemáticas
105101000172,CIUDAD BOLÍVAR,I. E. MARIA AUXILIADORA,53,Similar,11,Similar,8%,28%,63%,1%,58%,40%,56%,Matemáticas
105101000717,CIUDAD BOLÍVAR,I. E. JOSE MARIA HERRAN,55,Similar,10,Similar,5%,25%,65%,5%,57%,38%,55%,Matemáticas
305101000597,CIUDAD BOLÍVAR,I.E. COLEGIO COOPERATIVO ALEJANDRINO RESTREPO,59,Menor,6,Mayor,0%,0%,100%,0%,60%,31%,56%,Matemáticas
105101000571,CIUDAD BOLÍVAR,I. E.  SAN JOSE DEL CITARA,47,Similar,10,Similar,19%,43%,38%,0%,65%,48%,68%,Matemáticas
205101000355,CIUDAD BOLÍVAR,INSTITUCIÓN EDUCATIVA RURAL FARALLONES,53,Similar,7,Mayor,0%,39%,61%,0%,60%,43%,63%,Matemáticas
105107000166,BRICEÑO,INSTITUCION EDUCATIVA ANTONIO ROLDAN BETANCUR,43,Similar,12,Similar,33%,41%,25%,1%,74%,58%,70%,Matemáticas
105113000071,BURITICÁ,I. E. SANTA GEMA,45,Similar,9,Similar,13%,59%,28%,0%,71%,49%,69%,Matemáticas
205113000407,BURITICÁ,I. E. R. ADOLFO MORENO USUGA,40,Mayor,9,Similar,36%,45%,18%,0%,77%,56%,69%,Matemáticas
205120001435,CÁCERES,I. E. GASPAR DE RODAS,45,Similar,10,Similar,17%,55%,25%,3%,69%,50%,64%,Matemáticas
205120000391,CÁCERES,I. E. PIAMONTE,40,Mayor,10,Similar,28%,53%,19%,0%,70%,60%,70%,Matemáticas
105120000345,CÁCERES,INSTITUCION EDUCATIVA MONSEÑOR GERARDO PATIÑO,49,Similar,13,Similar,15%,40%,44%,2%,63%,42%,62%,Matemáticas
205120000366,CÁCERES,I. E. AURELIO MEJIA,46,Similar,12,Similar,13%,63%,17%,8%,70%,45%,69%,Matemáticas
205120000081,CÁCERES,I. E. GUARUMO,40,Mayor,10,Similar,36%,51%,11%,2%,71%,55%,71%,Matemáticas
205120000315,CÁCERES,I. E. MANIZALES,40,Mayor,8,Mayor,43%,43%,14%,0%,81%,64%,70%,Matemáticas
205120001346,CÁCERES,I.E.R LA VICTORIA,34,Mayor,9,Similar,50%,50%,0%,0%,70%,75%,73%,Matemáticas
105125000254,CAICEDO,I. E. SAN JUAN BOSCO,47,Similar,10,Similar,14%,50%,36%,0%,68%,51%,68%,Matemáticas
205125000062,CAICEDO,I. E. R. EL HATO,42,Similar,9,Similar,22%,55%,22%,0%,72%,51%,73%,Matemáticas
105129000216,CALDAS,INSTITUCION EDUCATIVA JOSE MARIA BERNAL,51,Similar,10,Similar,5%,39%,53%,2%,62%,39%,61%,Matemáticas
105129000071,CALDAS,INSTITUCION EDUCATIVA FEDERICO ANGEL,49,Similar,10,Similar,7%,50%,40%,2%,65%,39%,65%,Matemáticas
20512900013,CALDAS,INSTITUCIÓN EDUCATIVA SALINAS,44,Similar,8,Mayor,14%,64%,21%,0%,60%,57%,72%,Matemáticas
105129000534,CALDAS,INSTITUCIÓN EDUCATIVA PEDRO LUIS ALVAREZ CORREA,56,Similar,10,Similar,3%,28%,64%,6%,62%,33%,55%,Matemáticas
105129000089,CALDAS,INSTITUCION EDUCATIVA GABRIEL ECHAVARRIA,52,Similar,13,Similar,12%,35%,44%,9%,69%,38%,57%,Matemáticas
105129000208,CALDAS,INSTITUCION EDUCATIVA MARIA AUXILIADORA,58,Menor,9,Similar,0%,18%,73%,9%,55%,28%,51%,Matemáticas
305129000002,CALDAS,COLEGIO TERCER MILENIO,67,Menor,9,Similar,0%,3%,67%,30%,40%,21%,27%,Matemáticas
205129000121,CALDAS,I. E. R. DARIO GUTIERREZ RAVE,50,Similar,10,Similar,9%,39%,52%,0%,70%,46%,64%,Matemáticas
105134000046,CAMPAMENTO,I. E.  NUESTRA SEÑORA DEL ROSARIO,48,Similar,10,Similar,13%,46%,41%,0%,66%,51%,67%,Matemáticas
205138000622,CAÑASGORDAS,I. E. R. JUNTAS DE URAMITA,43,Similar,10,Similar,29%,42%,29%,0%,65%,51%,69%,Matemáticas
105138000121,CAÑASGORDAS,I. E. NICOLAS GAVIRIA,56,Similar,10,Similar,3%,29%,61%,8%,57%,27%,48%,Matemáticas
305138000015,CAÑASGORDAS,INSTITUCION EDUCATIVA SAN PIO X,37,Mayor,7,Mayor,41%,59%,0%,0%,74%,65%,76%,Matemáticas
205138000088,CAÑASGORDAS,INSTITUCION EDUCATIVA RURAL SAN PASCUAL,48,Similar,8,Mayor,9%,64%,27%,0%,70%,41%,64%,Matemáticas
205138000649,CAÑASGORDAS,I. E. R. BERNARDO SIERRA,45,Similar,11,Similar,18%,64%,18%,0%,63%,50%,69%,Matemáticas
205138000142,CAÑASGORDAS,I. E. R. BUENOS AIRES,48,Similar,10,Similar,14%,41%,45%,0%,71%,45%,63%,Matemáticas
105142000136,CARACOLÍ,I. E. GABRIEL CORREA VELEZ,45,Similar,10,Similar,19%,56%,25%,0%,71%,39%,67%,Matemáticas
20514500014,CARAMANTA,I. E. R. ALEGRIAS,45,Similar,7,Mayor,0%,79%,21%,0%,71%,43%,79%,Matemáticas
105145000145,CARAMANTA,I. E. JUAN PABLO GOMEZ OCHOA,45,Similar,11,Similar,21%,47%,32%,0%,71%,47%,69%,Matemáticas
105147000401,CAREPA,INSTITUCION EDUCATIVA COLOMBIA,52,Similar,10,Similar,2%,43%,48%,6%,64%,40%,56%,Matemáticas
205147000112,CAREPA,INSTITUCION EDUCATIVA RURAL VILLA NELLY,48,Similar,10,Similar,11%,46%,43%,0%,63%,47%,65%,Matemáticas
105147000568,CAREPA,INSTITUCION EDUCATIVA JOSE MARIA MUÑOZ FLOREZ,50,Similar,11,Similar,9%,42%,47%,2%,64%,38%,62%,Matemáticas
205045000363,CAREPA,INSTITUCION EDUCATIVA RURAL ZUNGO EMBARCADERO,46,Similar,10,Similar,15%,51%,33%,0%,67%,46%,67%,Matemáticas
105147000045,CAREPA,I. E. LUIS CARLOS GALAN SARMIENTO,54,Similar,11,Similar,7%,28%,62%,3%,60%,34%,56%,Matemáticas
205147000147,CAREPA,INSTITUCION EDUCATIVA RURAL LA CADENA,45,Similar,11,Similar,24%,48%,29%,0%,72%,49%,68%,Matemáticas
20514700035,CAREPA,I. E. R. PIEDRAS BLANCAS,45,Similar,7,Mayor,18%,59%,23%,0%,79%,47%,71%,Matemáticas
205147000996,CAREPA,I.E.R. LA PROVINCIA,48,Similar,10,Similar,11%,43%,45%,0%,65%,43%,57%,Matemáticas
205147000457,CAREPA,I.E.R. EL CERRO,42,Similar,8,Mayor,20%,66%,14%,0%,76%,47%,72%,Matemáticas
305148000994,EL CARMEN DE VIBORAL,COLEGIO ANGLO ESPAÑOL,66,Menor,9,Similar,0%,9%,73%,18%,46%,20%,28%,Matemáticas
105148000863,EL CARMEN DE VIBORAL,INSTITUCIÓN EDUCATIVA RURAL CAMPESTRE NUEVO HORIZONTE,53,Similar,10,Similar,7%,37%,54%,2%,62%,40%,53%,Matemáticas
105148000308,EL CARMEN DE VIBORAL,I. E. FRAY JULIO TOBON B.,56,Similar,12,Similar,7%,25%,59%,9%,57%,37%,50%,Matemáticas
205148000469,EL CARMEN DE VIBORAL,INSTITUCION EDUCATIVA RURAL LA AURORA,54,Similar,11,Similar,7%,26%,61%,7%,51%,32%,51%,Matemáticas
105148000243,EL CARMEN DE VIBORAL,I. E. TECNICO INDUSTRIAL JORGE ELIECER GAITAN,60,Menor,11,Similar,1%,17%,66%,16%,50%,28%,44%,Matemáticas
205148000582,EL CARMEN DE VIBORAL,I. E. SANTA MARIA,57,Menor,11,Similar,3%,22%,63%,12%,58%,34%,45%,Matemáticas
305148000838,EL CARMEN DE VIBORAL,COLEGIO MONSEÑOR RAMON ARCILA RAMIREZ,65,Menor,10,Similar,0%,11%,56%,33%,40%,39%,32%,Matemáticas
105148001002,EL CARMEN DE VIBORAL,I.E. EL PROGRESO,55,Similar,9,Similar,2%,36%,56%,6%,51%,32%,55%,Matemáticas
105150000099,CAROLINA,I. E. PBRO JULIO TAMAYO,44,Similar,10,Similar,22%,51%,27%,0%,73%,49%,64%,Matemáticas
105154000751,CAUCASIA,I. E. LA MISERICORDIA,58,Menor,10,Similar,0%,23%,68%,10%,49%,31%,46%,Matemáticas
105154000301,CAUCASIA,INSTITUCION EDUCATIVA LICEO CAUCASIA,59,Menor,11,Similar,3%,19%,66%,13%,46%,25%,41%,Matemáticas
205154000225,CAUCASIA,INSTITUCIÓN EDUCATIVA RURAL CACERI,51,Similar,10,Similar,12%,35%,53%,0%,63%,43%,63%,Matemáticas
305154001463,CAUCASIA,COLEGIO LA INMACULADA,65,Menor,11,Similar,0%,5%,75%,20%,33%,18%,37%,Matemáticas
205154000977,CAUCASIA,INSTITUCIÓN EDUCATIVA RURAL CUTURU,42,Similar,11,Similar,28%,44%,28%,0%,74%,50%,76%,Matemáticas
105154000298,CAUCASIA,INSTITUCION EDUCATIVA SANTA TERESITA,59,Menor,10,Similar,2%,17%,68%,13%,53%,30%,42%,Matemáticas
305154002036,CAUCASIA,COLEGIO MILITAR CENTRO EDUCATIVO EL TESORO DEL SABER,51,Similar,13,Similar,12%,42%,39%,7%,54%,39%,60%,Matemáticas
105154002274,CAUCASIA,I. E. ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,53,Similar,12,Similar,6%,38%,46%,10%,59%,36%,59%,Matemáticas
10515400028,CAUCASIA,INSTITUCION EDUCATIVA SANTO DOMINGO,50,Similar,11,Similar,10%,41%,47%,2%,63%,42%,59%,Matemáticas
10515400188,CAUCASIA,INSTITUCION EDUCATIVA DIVINO NIÑO,57,Menor,10,Similar,1%,22%,68%,9%,57%,26%,49%,Matemáticas
305154001722,CAUCASIA,COLEGIO LOS SAUCES,67,Menor,7,Mayor,0%,0%,72%,28%,36%,19%,20%,Matemáticas
105154000409,CAUCASIA,I. E. MARCO FIDEL SUAREZ,49,Similar,11,Similar,13%,39%,49%,0%,59%,45%,63%,Matemáticas
205154002015,CAUCASIA,I. E. LICEO CONCEJO MUNICIPAL,56,Similar,11,Similar,1%,33%,57%,9%,45%,31%,49%,Matemáticas
205154000896,CAUCASIA,INSTITUCION EDUCATIVA RURAL MARGENTO,44,Similar,7,Mayor,0%,88%,13%,0%,74%,59%,67%,Matemáticas
205154001922,CAUCASIA,I. E. R. VILLA FATIMA ARRIBA,36,Mayor,8,Mayor,43%,55%,2%,0%,71%,64%,73%,Matemáticas
205154800035,CAUCASIA,I. E. R INDIGENA TRANQUILINO ROSARIO,37,Mayor,8,Mayor,39%,55%,6%,0%,74%,68%,71%,Matemáticas
105172001463,CHIGORODÓ,INSTITUCIÓN EDUCATIVA MUNICIPAL JOSE DE LOS SANTOS ZUÑIGA,50,Similar,10,Similar,8%,42%,49%,1%,66%,36%,62%,Matemáticas
105172000629,CHIGORODÓ,I. E. JUAN EVANGELISTA BERRIO,43,Similar,8,Mayor,17%,67%,17%,0%,72%,52%,70%,Matemáticas
105172000238,CHIGORODÓ,I.E. GONZALO MEJIA,54,Similar,10,Similar,6%,26%,66%,3%,61%,32%,58%,Matemáticas
105172000572,CHIGORODÓ,I. E. CHIGORODO,48,Similar,11,Similar,11%,47%,39%,3%,66%,41%,60%,Matemáticas
105172000076,CHIGORODÓ,INSTITUCION EDUCATIVA LOS ANDES,50,Similar,12,Similar,11%,37%,50%,3%,64%,40%,62%,Matemáticas
305172001403,CHIGORODÓ,COLEGIO DIOCESANO LAURA MONTOYA,57,Menor,8,Mayor,3%,16%,74%,6%,51%,31%,46%,Matemáticas
10517200022,CHIGORODÓ,INSTITUCION EDUCATIVA MARIA AUXILIADORA,47,Similar,10,Similar,15%,52%,33%,0%,69%,50%,66%,Matemáticas
205172000062,CHIGORODÓ,I. E. AGRICOLA DE URABA,48,Similar,11,Similar,13%,47%,39%,1%,68%,44%,62%,Matemáticas
205147000309,CHIGORODÓ,INSTITUCIÓN EDUCATIVA RURAL INDIGENISTA POLINES,32,Mayor,6,Mayor,85%,15%,0%,0%,73%,67%,77%,Matemáticas
205172000101,CHIGORODÓ,I. E. R. BARRANQUILLITA,44,Similar,8,Mayor,13%,65%,22%,0%,70%,47%,67%,Matemáticas
205172000267,CHIGORODÓ,I. E. R. NEL UPEGUI,46,Similar,9,Similar,19%,50%,31%,0%,73%,44%,62%,Matemáticas
205172001484,CHIGORODÓ,I. E. R. CELESTINO DIAZ,46,Similar,8,Mayor,9%,61%,30%,0%,67%,51%,69%,Matemáticas
105190000181,CISNEROS,I. E. CISNEROS,51,Similar,11,Similar,10%,38%,50%,3%,65%,41%,57%,Matemáticas
205197000059,COCORNÁ,I. E. EVA TULIA QUINTERO DE TORO,48,Similar,10,Similar,15%,50%,35%,0%,71%,43%,64%,Matemáticas
10519700016,COCORNÁ,I. E. COCORNA,53,Similar,11,Similar,6%,37%,52%,5%,57%,38%,56%,Matemáticas
105206000186,CONCEPCIÓN,I. E.  PRESBITERO LIBARDO AGUIRRE,53,Similar,12,Similar,5%,38%,48%,10%,55%,48%,59%,Matemáticas
105209000021,CONCORDIA,INSTITUCION EDUCATIVA DE JESUS,47,Similar,12,Similar,18%,41%,38%,4%,63%,47%,65%,Matemáticas
205209000122,CONCORDIA,C. E. R. MORELIA,40,Mayor,9,Similar,34%,54%,12%,0%,75%,61%,78%,Matemáticas
305212000057,COPACABANA,COLEGIO COOPERATIVO JUAN DEL CORRAL,55,Similar,10,Similar,0%,27%,67%,7%,58%,33%,53%,Matemáticas
105212000538,COPACABANA,I. E. GABRIELA MISTRAL,44,Similar,9,Similar,18%,64%,18%,0%,70%,54%,70%,Matemáticas
205212000222,COPACABANA,I. E. R. GRANIZADA,47,Similar,11,Similar,13%,53%,33%,0%,73%,51%,64%,Matemáticas
10521200083,COPACABANA,I. E.  LA TRINIDAD,56,Similar,10,Similar,1%,25%,65%,9%,55%,33%,53%,Matemáticas
105212000511,COPACABANA,INSTITUCIÓN EDUCATIVA PRESBITERO BERNARDO MONTOYA,52,Similar,10,Similar,6%,34%,58%,2%,61%,41%,63%,Matemáticas
305212000031,COPACABANA,COLEGIO LA ASUNCION,57,Menor,14,Similar,9%,19%,55%,17%,49%,35%,48%,Matemáticas
105212000082,COPACABANA,I. E. SAN LUIS GONZAGA,51,Similar,11,Similar,10%,33%,53%,4%,62%,39%,62%,Matemáticas
105212000163,COPACABANA,INSTITUCION EDUCATIVA JOSE MIGUEL DE RESTREPO Y PUERTA,54,Similar,11,Similar,6%,29%,58%,7%,55%,37%,53%,Matemáticas
105212000112,COPACABANA,I. E. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,61,Menor,11,Similar,1%,18%,62%,19%,49%,28%,43%,Matemáticas
305212000871,COPACABANA,COLEGIO SANTA LEONI AVIAT,67,Menor,7,Mayor,0%,0%,67%,33%,39%,22%,22%,Matemáticas
205212000061,COPACABANA,INSTITUCION EDUCATIVA RURAL GRANJAS INFANTILES,45,Similar,9,Similar,11%,69%,20%,0%,68%,49%,70%,Matemáticas
105212000368,COPACABANA,I. E. VILLANUEVA,51,Similar,14,Similar,14%,31%,52%,3%,62%,40%,55%,Matemáticas
405212001031,COPACABANA,COLEGIO SAN RAFAEL,56,Similar,11,Similar,6%,17%,71%,6%,53%,26%,50%,Matemáticas
205234001672,DABEIBA,I. E. R. INDIGENISTA LLANO GORDO,31,Mayor,7,Mayor,91%,9%,0%,0%,95%,68%,72%,Matemáticas
205234000366,DABEIBA,I. E. R. URAMA,48,Similar,11,Similar,13%,50%,31%,6%,63%,44%,71%,Matemáticas
105234000086,DABEIBA,I. E. MADRE LAURA MONTOYA,48,Similar,10,Similar,12%,46%,41%,0%,65%,40%,71%,Matemáticas
105234000531,DABEIBA,I. E.  JUAN HENRIQUE WHITE,51,Similar,10,Similar,6%,47%,42%,5%,63%,41%,59%,Matemáticas
20523400051,DABEIBA,I. E. R. SAN RAFAEL,43,Similar,9,Similar,21%,57%,21%,0%,75%,46%,73%,Matemáticas
205237000081,DONMATÍAS,I. E. R. BENILDA VALENCIA,49,Similar,8,Mayor,13%,50%,38%,0%,69%,59%,69%,Matemáticas
205237000031,DONMATÍAS,I. E.R.PBRO ANTONIO JOSE CADAVID,48,Similar,9,Similar,0%,67%,33%,0%,64%,54%,67%,Matemáticas
305237000256,DONMATÍAS,COLEGIO REINALDO ARROYAVE LOPERA,56,Similar,12,Similar,0%,32%,55%,14%,55%,33%,55%,Matemáticas
10523700015,DONMATÍAS,INSTITUCION EDUCATIVA DONMATIAS,51,Similar,10,Similar,8%,40%,52%,1%,61%,38%,60%,Matemáticas
205240000106,EBÉJICO,I. E. R. BOYACA,50,Similar,10,Similar,14%,29%,57%,0%,63%,30%,59%,Matemáticas
105240000136,EBÉJICO,INSTITUCION EDUCATIVA URBANA SAN JOSE,49,Similar,11,Similar,15%,36%,49%,0%,63%,42%,64%,Matemáticas
205240000351,EBÉJICO,INSTITUCION EDUCATIVA RURAL PRESBITERO GABRIEL YEPES YEPES,52,Similar,10,Similar,6%,25%,66%,3%,62%,32%,55%,Matemáticas
205250001739,EL BAGRE,I. E. R. PUERTO LOPEZ,38,Mayor,11,Similar,49%,41%,11%,0%,74%,53%,70%,Matemáticas
105250000932,EL BAGRE,I. E. LA ESMERALDA,46,Similar,10,Similar,20%,52%,28%,0%,65%,44%,66%,Matemáticas
205250000023,EL BAGRE,I. E. R. PUERTO CLAVER,44,Similar,10,Similar,19%,60%,21%,0%,72%,50%,72%,Matemáticas
105250000169,EL BAGRE,I. E. EL BAGRE,46,Similar,9,Similar,14%,53%,32%,1%,69%,48%,65%,Matemáticas
105250000185,EL BAGRE,I. E. BIJAO,46,Similar,11,Similar,20%,40%,40%,0%,69%,54%,64%,Matemáticas
105250000975,EL BAGRE,I. E. 20 DE JULIO,47,Similar,10,Similar,10%,50%,37%,2%,71%,44%,63%,Matemáticas
105250000339,EL BAGRE,I. E. LAS DELICIAS,43,Similar,10,Similar,24%,46%,29%,0%,76%,52%,67%,Matemáticas
205250000104,EL BAGRE,I. E. R. LA ARENOSA,36,Mayor,8,Mayor,52%,48%,0%,0%,81%,60%,74%,Matemáticas
205250000139,EL BAGRE,I. E. R. VILLA CHICA,37,Mayor,10,Similar,56%,32%,12%,0%,75%,56%,79%,Matemáticas
20525080002,EL BAGRE,I.E.R INDIGENA MANESKA,36,Mayor,9,Similar,43%,52%,4%,0%,80%,62%,79%,Matemáticas
305264000225,ENTRERRÍOS,COLEGIO SANTA INES,59,Menor,10,Similar,0%,13%,73%,13%,43%,27%,48%,Matemáticas
105264000013,ENTRERRÍOS,I. E. ENTRERRIOS,49,Similar,10,Similar,11%,41%,47%,1%,63%,43%,64%,Matemáticas
305264800001,ENTRERRÍOS,COLEGIO MONSEÑOR ERNESTO GOMEZ ECHEVERRI,51,Similar,22,Menor,40%,0%,40%,20%,54%,65%,60%,Matemáticas
105282000403,FREDONIA,I. E. ESCUELA NORMAL SUPERIOR MARIANO OSPINA RODRIGUEZ,46,Similar,10,Similar,15%,47%,38%,0%,66%,50%,68%,Matemáticas
205282000602,FREDONIA,I. E. LLANO GRANDE,47,Similar,13,Similar,24%,36%,32%,8%,70%,47%,65%,Matemáticas
10528200039,FREDONIA,I. E. EFE GOMEZ,52,Similar,12,Similar,6%,34%,52%,8%,62%,37%,59%,Matemáticas
205282000165,FREDONIA,I. E. R. PALOMOS,47,Similar,6,Mayor,0%,78%,22%,0%,69%,44%,69%,Matemáticas
