codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_ping,desviacion,comparacion_ding,desempeno_a_minus,desempeno_a1,desempeno_a2,desempeno_b1,desempeno_b_plus,Competencia
311001089396,BOGOTÁ D.C.,INSTITUTO PSICOPEDAGÓGICO EL TESORO DE LA VERDAD,47,Mayor,8,Mayor,64%,18%,18%,0%,0%,Inglés
111001107077,BOGOTÁ D.C.,COLEGIO VENTIUN ANGELES (IED),52,Similar,10,Similar,38%,34%,19%,6%,2%,Inglés
111001075957,BOGOTÁ D.C.,COLEGIO SAN CARLOS (IED),47,Mayor,9,Mayor,53%,35%,11%,1%,0%,Inglés
111001035602,BOGOTÁ D.C.,COLEGIO JUAN EVANGELISTA GOMEZ (IED),52,Similar,10,Similar,36%,40%,18%,5%,2%,Inglés
311001090793,BOGOTÁ D.C.,CENTRO EDUCATIVO LOMBARDIA,60,Similar,11,Similar,18%,21%,36%,21%,3%,Inglés
111265000343,BOGOTÁ D.C.,COLEGIO ANTONIO VILLAVICENCIO (IED),51,Similar,10,Similar,34%,40%,20%,6%,0%,Inglés
111769001871,BOGOTÁ D.C.,COLEGIO NUEVA ZELANDIA (IED),54,Similar,11,Similar,33%,32%,20%,15%,0%,Inglés
31100110185,BOGOTÁ D.C.,COLEGIO DOMINGO SAVIO BILINGUAL SCHOOL,78,Menor,8,Mayor,0%,0%,1%,60%,39%,Inglés
311001087792,BOGOTÁ D.C.,COL DEL SANTISIMO SACRAMENTO,64,Similar,9,Mayor,3%,16%,44%,34%,3%,Inglés
311001091293,BOGOTÁ D.C.,COL COLOMBO FLORIDA BILINGÜE,63,Similar,11,Similar,0%,37%,37%,23%,3%,Inglés
111102000265,BOGOTÁ D.C.,COLEGIO LUIS LOPEZ DE MESA (IED),50,Similar,9,Mayor,47%,29%,20%,4%,1%,Inglés
311001100829,BOGOTÁ D.C.,COL REAL DE COLOMBIA,60,Similar,10,Similar,11%,35%,28%,23%,3%,Inglés
311001097615,BOGOTÁ D.C.,LICEO ERNESTO CARDENAL,57,Similar,9,Mayor,17%,36%,33%,14%,0%,Inglés
311001089272,BOGOTÁ D.C.,GIMN ESPECIALIZADO DEL NORTE,60,Similar,20,Menor,25%,25%,25%,13%,13%,Inglés
31100101146,BOGOTÁ D.C.,COLEGIO SAN JOSE DE CALASANZ,68,Menor,12,Similar,3%,18%,21%,46%,13%,Inglés
11100103245,BOGOTÁ D.C.,COLEGIO BERNARDO JARAMILLO (IED),52,Similar,10,Similar,33%,40%,17%,8%,3%,Inglés
111001013293,BOGOTÁ D.C.,COLEGIO NACIONES UNIDAS (IED),53,Similar,11,Similar,35%,26%,30%,9%,0%,Inglés
31100100045,BOGOTÁ D.C.,COL HNAS MISIONERAS DE LA CONSOLATA,65,Menor,11,Similar,3%,26%,29%,36%,5%,Inglés
311001102619,BOGOTÁ D.C.,LIC BILING ROMULO GALLEGOS,65,Menor,8,Mayor,0%,11%,53%,37%,0%,Inglés
311769001897,BOGOTÁ D.C.,GIMNASIO LOS ROBLES,74,Menor,11,Similar,0%,7%,20%,40%,33%,Inglés
111001075752,BOGOTÁ D.C.,COLEGIO SOTAVENTO (IED),53,Similar,9,Mayor,31%,41%,25%,3%,0%,Inglés
31176900098,BOGOTÁ D.C.,GIMN SANTA CRISTINA DE TOSCANA,77,Menor,7,Mayor,0%,0%,6%,63%,31%,Inglés
311001027803,BOGOTÁ D.C.,UNIDAD EDUCATIVA JEAN PIAGET,56,Similar,10,Similar,22%,40%,21%,17%,0%,Inglés
311001102783,BOGOTÁ D.C.,COLEGIO COLSUBSIDIO CHICALÁ,64,Similar,10,Similar,7%,22%,30%,35%,6%,Inglés
111001108901,BOGOTÁ D.C.,COLEGIO DISTRITAL CHARRY (IED),53,Similar,10,Similar,27%,45%,20%,7%,0%,Inglés
111769003114,BOGOTÁ D.C.,COLEGIO VISTA BELLA (IED),57,Similar,10,Similar,20%,35%,32%,11%,2%,Inglés
111001047571,BOGOTÁ D.C.,COLEGIO ARBORIZADORA ALTA (IED),49,Mayor,9,Mayor,55%,30%,11%,3%,1%,Inglés
111001104558,BOGOTÁ D.C.,COLEGIO CODEMA (IED),53,Similar,11,Similar,26%,45%,18%,9%,1%,Inglés
311001005176,BOGOTÁ D.C.,LICEO NAVARRA,82,Menor,8,Mayor,0%,0%,0%,28%,72%,Inglés
111001106984,BOGOTÁ D.C.,COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED),56,Similar,11,Similar,22%,37%,27%,10%,5%,Inglés
311001008591,BOGOTÁ D.C.,COLEGIO LUIS CONCHA CORDOBA,59,Similar,11,Similar,13%,30%,33%,20%,3%,Inglés
111001024732,BOGOTÁ D.C.,COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED),54,Similar,11,Similar,28%,38%,21%,12%,1%,Inglés
111769000174,BOGOTÁ D.C.,COLEGIO FILARMONICO SIMON BOLIVAR (IED),54,Similar,9,Mayor,24%,44%,24%,8%,0%,Inglés
111769000247,BOGOTÁ D.C.,COLEGIO EL SALITRE - SUBA (IED),53,Similar,11,Similar,35%,34%,21%,10%,2%,Inglés
11184800391,BOGOTÁ D.C.,COLEGIO GENERAL SANTANDER (IED),52,Similar,10,Similar,29%,39%,24%,8%,0%,Inglés
311001034117,BOGOTÁ D.C.,COLEGIO PRINCIPE DE PAZ,52,Similar,10,Similar,29%,46%,19%,6%,0%,Inglés
311001028184,BOGOTÁ D.C.,LICEO EUCARISTICO MIXTO,58,Similar,10,Similar,15%,31%,38%,15%,0%,Inglés
311001065357,BOGOTÁ D.C.,COLEGIO ANDRES ESCOBAR,55,Similar,9,Mayor,29%,29%,34%,9%,0%,Inglés
311001002312,BOGOTÁ D.C.,COLEGIO MARILLAC,63,Similar,12,Similar,12%,15%,29%,35%,9%,Inglés
111001107743,BOGOTÁ D.C.,COLEGIO SALUDCOOP NORTE (IED),55,Similar,12,Similar,31%,29%,26%,10%,3%,Inglés
111279000125,BOGOTÁ D.C.,COLEGIO VILLEMAR EL CARMEN  (IED),60,Similar,10,Similar,7%,37%,30%,23%,3%,Inglés
111001104388,BOGOTÁ D.C.,COLEGIO GONZALO ARANGO (IED),54,Similar,11,Similar,27%,45%,16%,9%,3%,Inglés
11185000074,BOGOTÁ D.C.,COLEGIO FRANCISCO ANTONIO ZEA DE USME (IED),49,Mayor,9,Mayor,49%,32%,17%,3%,0%,Inglés
111001013129,BOGOTÁ D.C.,COLEGIO CLASS (IED),50,Similar,8,Mayor,37%,45%,15%,3%,0%,Inglés
311001088217,BOGOTÁ D.C.,UNIDAD EDUCATIVA BAHIA SOLANO,59,Similar,10,Similar,12%,35%,35%,12%,6%,Inglés
311001087121,BOGOTÁ D.C.,COL PARROQ DE LOS SANTOS APOSTOLES,55,Similar,10,Similar,31%,38%,16%,14%,2%,Inglés
111001018201,BOGOTÁ D.C.,COLEGIO RUFINO JOSE CUERVO (IED),52,Similar,11,Similar,43%,27%,18%,11%,0%,Inglés
111001014176,BOGOTÁ D.C.,COLEGIO SAN CRISTOBAL SUR (IED),52,Similar,9,Mayor,39%,28%,25%,8%,0%,Inglés
111001030872,BOGOTÁ D.C.,COLEGIO ESTANISLAO ZULETA (IED),51,Similar,9,Mayor,38%,40%,17%,4%,1%,Inglés
311001026076,BOGOTÁ D.C.,COLEGIO TOMAS ALVA EDISON,60,Similar,9,Mayor,12%,26%,38%,24%,0%,Inglés
111001027308,BOGOTÁ D.C.,COLEGIO PROSPERO PINZON (IED),56,Similar,9,Mayor,14%,53%,19%,14%,0%,Inglés
111001000272,BOGOTÁ D.C.,COLEGIO INSTITUTO TECNICO  LAUREANO GOMEZ  (IED),56,Similar,11,Similar,24%,36%,24%,13%,3%,Inglés
31100104029,BOGOTÁ D.C.,LICEO SALOMON SABIO,65,Menor,8,Mayor,0%,17%,56%,17%,11%,Inglés
311001079862,BOGOTÁ D.C.,LICEO EL ENCANTO,51,Similar,11,Similar,33%,39%,17%,11%,0%,Inglés
31100100661,BOGOTÁ D.C.,COLEGIO ISAAC NEWTON,55,Similar,8,Mayor,12%,58%,19%,12%,0%,Inglés
111001046299,BOGOTÁ D.C.,COLEGIO MANUELA AYALA DE GAITAN (IED),57,Similar,12,Similar,21%,35%,24%,17%,3%,Inglés
111001102156,BOGOTÁ D.C.,COLEGIO CAMPESTRE MONTE VERDE (IED),49,Mayor,10,Similar,46%,38%,11%,5%,0%,Inglés
111001036625,BOGOTÁ D.C.,COLEGIO INSTITUTO TECNICO DISTRITAL REPUBLICA DE GUATEMALA (IED),54,Similar,12,Similar,36%,25%,23%,16%,0%,Inglés
311001007403,BOGOTÁ D.C.,INSTITUTO CEMODEN,68,Menor,10,Similar,4%,14%,25%,43%,14%,Inglés
311001075051,BOGOTÁ D.C.,LICEO SANTA TERESITA DE LISIEUX,65,Menor,11,Similar,0%,28%,28%,43%,3%,Inglés
311001051275,BOGOTÁ D.C.,GIMN CAMPESTRE  ESCALEMOS,65,Menor,13,Similar,0%,31%,38%,19%,13%,Inglés
311001076634,BOGOTÁ D.C.,COL NUEVO COLOMBO AMERICANO,86,Menor,9,Mayor,0%,0%,0%,9%,91%,Inglés
311001094811,BOGOTÁ D.C.,COLEGIO LUIS MARIANO,55,Similar,9,Mayor,20%,37%,35%,9%,0%,Inglés
111001028258,BOGOTÁ D.C.,COLEGIO RAFAEL BERNAL JIMENEZ (IED),54,Similar,10,Similar,27%,45%,13%,14%,1%,Inglés
311001090866,BOGOTÁ D.C.,COLEGIO CIUDAD DE FOMEQUE,53,Similar,7,Mayor,13%,63%,19%,6%,0%,Inglés
311001003084,BOGOTÁ D.C.,FUND COL MAYOR DE SAN BARTOLOME,69,Menor,10,Similar,2%,8%,27%,49%,14%,Inglés
111001102148,BOGOTÁ D.C.,COLEGIO INTEGRADA LA CANDELARIA (IED),50,Similar,11,Similar,44%,39%,13%,3%,2%,Inglés
11100101382,BOGOTÁ D.C.,COLEGIO SANTA LIBRADA (IED),53,Similar,10,Similar,28%,40%,22%,9%,2%,Inglés
311769004063,BOGOTÁ D.C.,GIMNASIO SANTANDER,53,Similar,7,Mayor,20%,47%,33%,0%,0%,Inglés
111001025313,BOGOTÁ D.C.,COLEGIO LICEO NACIONAL AGUSTIN NIETO CABALLERO (IED),52,Similar,7,Mayor,28%,50%,22%,0%,0%,Inglés
111001032409,BOGOTÁ D.C.,COLEGIO JORGE SOTO DEL CORRAL (IED),45,Mayor,8,Mayor,64%,32%,4%,0%,0%,Inglés
111001014028,BOGOTÁ D.C.,COLEGIO REPUBLICA FEDERAL DE ALEMANIA (IED),55,Similar,10,Similar,22%,37%,30%,11%,0%,Inglés
311001011613,BOGOTÁ D.C.,COL PARROQ SANTO CURA DE ARS LA FRAGUA,61,Similar,10,Similar,8%,28%,36%,28%,0%,Inglés
311769002214,BOGOTÁ D.C.,COLEGIO SAN BENITO DE TIBATI,69,Menor,9,Mayor,0%,10%,37%,39%,14%,Inglés
111848000911,BOGOTÁ D.C.,COLEGIO DE BACHILLERATO PATRIA,74,Menor,10,Similar,0%,1%,20%,53%,26%,Inglés
311001102805,BOGOTÁ D.C.,FUNDACION COLEGIO PRINCIPIO DE SABIDURIA,47,Mayor,14,Similar,63%,25%,0%,13%,0%,Inglés
111001098825,BOGOTÁ D.C.,COLEGIO SAN VICENTE (IED),51,Similar,9,Mayor,34%,45%,12%,9%,0%,Inglés
311001096074,BOGOTÁ D.C.,LICEO EMPRESARIAL DEL CAMPO,62,Similar,8,Mayor,6%,24%,35%,35%,0%,Inglés
311769004284,BOGOTÁ D.C.,INSTITUTO EDUCACION Y VIDA,68,Menor,10,Similar,3%,14%,22%,49%,14%,Inglés
3110010353,BOGOTÁ D.C.,COLEGIO BILINGUE REINO UNIDO,63,Similar,11,Similar,5%,20%,38%,29%,7%,Inglés
311001091234,BOGOTÁ D.C.,LIC CIAL NUEVO ALEJANDRINO,52,Similar,6,Mayor,25%,63%,13%,0%,0%,Inglés
111001107794,BOGOTÁ D.C.,COLEGIO MARIA CANO (IED),51,Similar,10,Similar,40%,34%,18%,7%,1%,Inglés
311001041113,BOGOTÁ D.C.,INSTITUTO CERROS DEL SUR - ICES,64,Similar,20,Menor,0%,50%,0%,50%,0%,Inglés
111001009652,BOGOTÁ D.C.,COLEGIO CENTRO INTEGRAL  JOSE MARIA CORDOBA (IED),54,Similar,10,Similar,25%,44%,21%,8%,2%,Inglés
311001098701,BOGOTÁ D.C.,GIMNASIO LAS PALMAS,78,Menor,9,Mayor,0%,0%,9%,57%,35%,Inglés
311001099308,BOGOTÁ D.C.,COLEGIO SAGRADO CORAZON,56,Similar,9,Mayor,17%,38%,31%,14%,0%,Inglés
111265000025,BOGOTÁ D.C.,COLEGIO GENERAL SANTANDER (IED),53,Similar,10,Similar,31%,43%,17%,7%,1%,Inglés
111001107069,BOGOTÁ D.C.,COLEGIO VIRGINIA GUTIERREZ DE PINEDA (IED),52,Similar,9,Mayor,35%,44%,15%,5%,1%,Inglés
31100100031,BOGOTÁ D.C.,COLEGIO GLENN DOMAN,66,Menor,12,Similar,0%,13%,47%,33%,7%,Inglés
111001013811,BOGOTÁ D.C.,COLEGIO SAN AGUSTIN (IED),48,Mayor,10,Similar,50%,33%,14%,3%,1%,Inglés
111001030864,BOGOTÁ D.C.,COLEGIO ALEMANIA UNIFICADA (IED),46,Mayor,10,Similar,56%,32%,7%,4%,0%,Inglés
311279000281,BOGOTÁ D.C.,COLEGIO SANTA ANA,70,Menor,8,Mayor,1%,5%,32%,46%,16%,Inglés
311001065489,BOGOTÁ D.C.,LICEO CAMPO DAVID,80,Menor,8,Mayor,0%,0%,3%,41%,55%,Inglés
31100103625,BOGOTÁ D.C.,LICEO DAMFUS,60,Similar,9,Mayor,13%,33%,33%,13%,7%,Inglés
311001107581,BOGOTÁ D.C.,GIMNASIO MODELIA REAL,67,Menor,11,Similar,3%,17%,29%,40%,11%,Inglés
311001044902,BOGOTÁ D.C.,COLEGIO JUAN RULFO,57,Similar,10,Similar,15%,38%,31%,15%,0%,Inglés
311001078203,BOGOTÁ D.C.,COLEGIO SAN MARINO,44,Mayor,3,Mayor,100%,0%,0%,0%,0%,Inglés
311001040362,BOGOTÁ D.C.,LICEO SAN JOSE ORIENTAL,53,Similar,10,Similar,26%,42%,24%,8%,0%,Inglés
311001101574,BOGOTÁ D.C.,COLEGIO GIMNASIO ROMANO MIXTO,50,Similar,10,Similar,40%,40%,10%,10%,0%,Inglés
111001045705,BOGOTÁ D.C.,COLEGIO LA AURORA (IED),52,Similar,10,Similar,33%,45%,14%,5%,2%,Inglés
111001018252,BOGOTÁ D.C.,COLEGIO JOSE MARIA CARBONELL (IED),51,Similar,9,Mayor,37%,41%,15%,7%,0%,Inglés
311265000954,BOGOTÁ D.C.,COLEGIO YERMO Y PARRES,66,Menor,10,Similar,0%,21%,35%,37%,6%,Inglés
311001092753,BOGOTÁ D.C.,GIMNASIO CRISTIANO ADONAI SAS,79,Menor,19,Menor,0%,0%,33%,33%,33%,Inglés
311001026441,BOGOTÁ D.C.,COLEGIO LOS PINOS (IED),49,Mayor,9,Mayor,54%,33%,8%,4%,0%,Inglés
311001002843,BOGOTÁ D.C.,COLEGIO INTERAMERICANO,63,Similar,10,Similar,7%,22%,37%,27%,6%,Inglés
311769000661,BOGOTÁ D.C.,COLEGIO AGUSTINIANO SUBA,67,Menor,9,Mayor,2%,9%,39%,38%,13%,Inglés
311848000782,BOGOTÁ D.C.,GIMNASIO LOS PINOS,79,Menor,8,Mayor,0%,0%,4%,53%,44%,Inglés
111001100072,BOGOTÁ D.C.,COLEGIO SANTIAGO DE LAS ATALAYAS (IED),58,Similar,11,Similar,13%,39%,25%,20%,4%,Inglés
211850001171,BOGOTÁ D.C.,COLEGIO RUR QUIBA ALTA (IED),45,Mayor,9,Mayor,60%,33%,6%,1%,0%,Inglés
311001050023,BOGOTÁ D.C.,COLEGIO DE EDUCACION TECNICA Y ACADEMICA CELESTIN FREINET,60,Similar,11,Similar,11%,31%,32%,20%,5%,Inglés
311001004528,BOGOTÁ D.C.,LIC DE CERVANTES EL RETIRO,73,Menor,13,Similar,0%,7%,27%,50%,17%,Inglés
311001043876,BOGOTÁ D.C.,LICEO MAYOR DE PALERMO,49,Mayor,9,Mayor,40%,47%,13%,0%,0%,Inglés
311001033676,BOGOTÁ D.C.,COLEGIO BILINGÜE LA ENSEÑANZA,76,Menor,11,Similar,0%,2%,17%,45%,36%,Inglés
311001001049,BOGOTÁ D.C.,COLEGIO EL CARMEN TERESIANO,68,Menor,11,Similar,1%,9%,36%,41%,13%,Inglés
311001076677,BOGOTÁ D.C.,COLEGIO NUEVA CIENCIA,57,Similar,10,Similar,15%,42%,27%,15%,0%,Inglés
311769000823,BOGOTÁ D.C.,COL HISPANOAMERICANO CONDE ANSUREZ,81,Menor,8,Mayor,0%,0%,3%,38%,59%,Inglés
311848000499,BOGOTÁ D.C.,FUND EDUC ANA RESTREPO DEL CORRAL,57,Similar,11,Similar,16%,41%,25%,16%,2%,Inglés
111001075272,BOGOTÁ D.C.,COLEGIO NUEVA COLOMBIA (IED),51,Similar,10,Similar,38%,39%,17%,5%,1%,Inglés
311102001244,BOGOTÁ D.C.,LICEO ALFREDO NOBEL,61,Similar,10,Similar,7%,31%,31%,28%,3%,Inglés
311001019568,BOGOTÁ D.C.,LIC FRANCES LOUIS PASTEUR,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,Inglés
311001107645,BOGOTÁ D.C.,COLEGIO BILINGÜE SAN JUAN DE ÁVILA,75,Menor,8,Mayor,0%,2%,9%,64%,24%,Inglés
311001076685,BOGOTÁ D.C.,INSTITUTO LEONARD EULER,61,Similar,10,Similar,8%,33%,33%,25%,0%,Inglés
311001108218,BOGOTÁ D.C.,GIMN ISRAEL,60,Similar,10,Similar,7%,36%,32%,21%,4%,Inglés
31176900201,BOGOTÁ D.C.,CENT EDUC SAGRADA FAMILIA DE NAZARETH,66,Menor,10,Similar,7%,12%,32%,44%,6%,Inglés
311001105863,BOGOTÁ D.C.,CENTRO JOHANN KEPLER,44,Mayor,10,Similar,70%,24%,4%,2%,0%,Inglés
311001109206,BOGOTÁ D.C.,LICEO SAN RAFAEL DE ALICANTE,56,Similar,11,Similar,24%,41%,21%,12%,3%,Inglés
111001075663,BOGOTÁ D.C.,COLEGIO ESTRELLA DEL SUR (IED),48,Mayor,10,Similar,52%,34%,10%,3%,2%,Inglés
311001087253,BOGOTÁ D.C.,GIMNASIO LA CIMA,62,Similar,12,Similar,11%,29%,23%,31%,6%,Inglés
111001030856,BOGOTÁ D.C.,COLEGIO PANAMERICANO (IED),51,Similar,10,Similar,43%,29%,29%,0%,0%,Inglés
11100103083,BOGOTÁ D.C.,COLEGIO UNION EUROPEA (IED),47,Mayor,9,Mayor,59%,26%,12%,4%,0%,Inglés
111001009521,BOGOTÁ D.C.,COLEGIO ROBERT F. KENNEDY (IED),55,Similar,10,Similar,25%,41%,21%,11%,2%,Inglés
311850000111,BOGOTÁ D.C.,COLEGIO MONSEÑOR BERNARDO SANCHEZ HERMANAS DE NUESTRA SEÑORA DE LA PAZ,54,Similar,12,Similar,28%,39%,17%,15%,0%,Inglés
311001091862,BOGOTÁ D.C.,COLEGIO DE ADMINISTRACION ROBERT OWEN,54,Similar,10,Similar,25%,43%,19%,13%,0%,Inglés
111279000966,BOGOTÁ D.C.,COLEGIO INTEGRADO DE FONTIBON IBEP  (IED),49,Mayor,10,Similar,44%,38%,12%,6%,0%,Inglés
11100103424,BOGOTÁ D.C.,COLEGIO NICOLÁS GÓMEZ DÁVILA (IED),54,Similar,9,Mayor,28%,39%,24%,9%,0%,Inglés
311001035806,BOGOTÁ D.C.,LICEO NUEVA BRITALIA,52,Similar,9,Mayor,26%,47%,18%,8%,0%,Inglés
311848000995,BOGOTÁ D.C.,COLEGIO CARDENAL SANCHA,71,Menor,10,Similar,0%,13%,25%,38%,24%,Inglés
111001078638,BOGOTÁ D.C.,COLEGIO EL VIRREY JOSE SOLIS (IED),50,Similar,11,Similar,53%,24%,17%,5%,0%,Inglés
311001003271,BOGOTÁ D.C.,COLEGIO EUCARISTICO,74,Menor,10,Similar,0%,5%,15%,54%,26%,Inglés
111001010421,BOGOTÁ D.C.,COLEGIO JORGE ELIECER GAITAN  (IED),59,Similar,12,Similar,17%,32%,30%,18%,3%,Inglés
111001018341,BOGOTÁ D.C.,COLEGIO FRANCISCO JAVIER MATIZ (IED),50,Similar,9,Mayor,42%,35%,18%,5%,0%,Inglés
111001012483,BOGOTÁ D.C.,COLEGIO TABORA  (IED),54,Similar,10,Similar,26%,37%,24%,13%,0%,Inglés
311001004846,BOGOTÁ D.C.,COLEGIO BILINGÜE JOSE ALLAMANO,78,Menor,8,Mayor,0%,0%,5%,50%,45%,Inglés
111848002107,BOGOTÁ D.C.,LIC DEL EJERCITO PATRIA SECTOR NORTE B (LIC COLOMBIA)                                               ,75,Menor,10,Similar,0%,5%,19%,38%,38%,Inglés
411001086561,BOGOTÁ D.C.,LICEO MARANATA,55,Similar,10,Similar,29%,32%,25%,14%,0%,Inglés
311769001757,BOGOTÁ D.C.,COL BENPOSTA NACION DE MUCHACHOS,49,Mayor,10,Similar,40%,30%,30%,0%,0%,Inglés
111001029955,BOGOTÁ D.C.,COLEGIO AGUSTIN FERNANDEZ (IED),51,Similar,12,Similar,45%,28%,17%,8%,2%,Inglés
111001034045,BOGOTÁ D.C.,COLEGIO LA FLORESTA SUR (IED),51,Similar,8,Mayor,31%,46%,21%,3%,0%,Inglés
211850001481,BOGOTÁ D.C.,COLEGIO FABIO LOZANO SIMONELLI (IED),52,Similar,11,Similar,34%,43%,13%,8%,2%,Inglés
311848003463,BOGOTÁ D.C.,COLEGIO DE LAS RR ESCLAVAS DEL SAGRADO CORAZON DE JESUS,69,Menor,10,Similar,0%,14%,33%,40%,14%,Inglés
111102000753,BOGOTÁ D.C.,COLEGIO FERNANDO MAZUERA VILLEGAS (IED),54,Similar,10,Similar,26%,38%,26%,9%,0%,Inglés
11100101236,BOGOTÁ D.C.,COLEGIO EL JAPON (IED),52,Similar,10,Similar,37%,33%,22%,8%,1%,Inglés
111001086789,BOGOTÁ D.C.,COLEGIO RAFAEL NUÑEZ  (IED),54,Similar,10,Similar,22%,41%,31%,3%,3%,Inglés
311001065284,BOGOTÁ D.C.,LICEO CULTURAL LAS AMERICAS,61,Similar,9,Mayor,6%,29%,42%,21%,2%,Inglés
111001000124,BOGOTÁ D.C.,COLEGIO CARLOS ARANGO VELEZ (IED),52,Similar,11,Similar,39%,33%,18%,9%,2%,Inglés
111850001461,BOGOTÁ D.C.,COLEGIO LOS TEJARES (IED),47,Mayor,8,Mayor,47%,44%,9%,0%,0%,Inglés
311001000506,BOGOTÁ D.C.,COLEGIO CALASANZ LA ESMERALDA ESCOLAPIAS,71,Menor,10,Similar,0%,11%,26%,43%,21%,Inglés
311001101396,BOGOTÁ D.C.,LICEO NORMANDIA,61,Similar,10,Similar,8%,35%,23%,35%,0%,Inglés
311279000906,BOGOTÁ D.C.,INSTITUTO LA ANUNCIACION,60,Similar,10,Similar,13%,23%,42%,21%,2%,Inglés
311001093041,BOGOTÁ D.C.,INST PEDAG PARA EL DESARROLLO INTEGRAL CREAR,67,Menor,7,Mayor,0%,9%,39%,48%,4%,Inglés
111001012271,BOGOTÁ D.C.,COLEGIO RAFAEL URIBE URIBE (IED),54,Similar,11,Similar,30%,36%,21%,12%,1%,Inglés
311001000379,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE LAS VICTORIAS,61,Similar,11,Similar,10%,30%,27%,30%,3%,Inglés
111001030015,BOGOTÁ D.C.,COLEGIO ENRIQUE OLAYA HERRERA (IED),52,Similar,10,Similar,35%,37%,21%,7%,1%,Inglés
311001004064,BOGOTÁ D.C.,COL JAIME QUIJANO CABALLERO,57,Similar,11,Similar,20%,35%,27%,16%,2%,Inglés
311001045437,BOGOTÁ D.C.,COLEGIO INTEGRAL AVANCEMOS,58,Similar,8,Mayor,13%,33%,46%,8%,0%,Inglés
311001077541,BOGOTÁ D.C.,COLEGIO CRISTIANO DE COLOMBIA,62,Similar,11,Similar,4%,40%,24%,24%,8%,Inglés
31100100109,BOGOTÁ D.C.,COLEGIO DE LA UNIVERSIDAD LIBRE,72,Menor,11,Similar,1%,8%,17%,53%,21%,Inglés
111001016101,BOGOTÁ D.C.,COLEGIO LOS PERIODISTAS (IED),56,Similar,10,Similar,14%,43%,30%,12%,1%,Inglés
111001104329,BOGOTÁ D.C.,COLEGIO CARLOS PIZARRO LEON GOMEZ (IED),50,Similar,10,Similar,40%,41%,14%,5%,1%,Inglés
111001107778,BOGOTÁ D.C.,COLEGIO SALUDCOOP SUR (IED),52,Similar,10,Similar,32%,42%,19%,8%,0%,Inglés
311001000697,BOGOTÁ D.C.,LICEO LATINOAMERICANO,66,Menor,10,Similar,3%,17%,34%,28%,17%,Inglés
311001041806,BOGOTÁ D.C.,LICEO SAMARIO,65,Menor,10,Similar,3%,22%,35%,30%,10%,Inglés
311001000387,BOGOTÁ D.C.,COLEGIO MIXTO VILLA CAROLINA,55,Similar,10,Similar,24%,33%,27%,15%,0%,Inglés
111001102059,BOGOTÁ D.C.,COLEGIO UNION COLOMBIA (IED),51,Similar,12,Similar,40%,30%,18%,12%,0%,Inglés
311001004897,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE FATIMA POLINAL,65,Menor,9,Mayor,3%,21%,31%,42%,4%,Inglés
311001050317,BOGOTÁ D.C.,CENTRO EDUCATIVO LOS ANDES,60,Similar,10,Similar,12%,28%,34%,24%,2%,Inglés
111001102008,BOGOTÁ D.C.,COLEGIO JUAN LUIS LONDOÑO (IED),53,Similar,9,Mayor,26%,42%,27%,6%,0%,Inglés
111001018325,BOGOTÁ D.C.,COLEGIO JOSE JOAQUIN CASTRO MARTINEZ (IED),50,Similar,10,Similar,49%,28%,15%,8%,0%,Inglés
311001016933,BOGOTÁ D.C.,COLEGIO MI PATRIA,59,Similar,10,Similar,4%,46%,29%,13%,8%,Inglés
311001033391,BOGOTÁ D.C.,COLEGIO MADRE PAULA MONTAL,54,Similar,10,Similar,34%,32%,23%,11%,0%,Inglés
111001010839,BOGOTÁ D.C.,COLEGIO EXTERNADO NACIONAL CAMILO TORRES (IED),54,Similar,11,Similar,20%,43%,27%,8%,2%,Inglés
111001011029,BOGOTÁ D.C.,COLEGIO REINO DE HOLANDA (IED),55,Similar,9,Mayor,18%,51%,25%,3%,2%,Inglés
311001011532,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE LA PAZ,56,Similar,9,Mayor,29%,24%,33%,14%,0%,Inglés
311001044783,BOGOTÁ D.C.,LICEO PSICOPEDAGOGICO TIBABITA,55,Similar,10,Similar,29%,23%,39%,10%,0%,Inglés
111001102091,BOGOTÁ D.C.,INSTITUCION EDUCATIVA DISTRITAL COLOMBIA VIVA,49,Mayor,9,Mayor,45%,36%,15%,3%,0%,Inglés
311001032165,BOGOTÁ D.C.,GIMNASIO CAMPESTRE STEPHEN HAWKING,55,Similar,10,Similar,25%,38%,25%,13%,0%,Inglés
311001032131,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE LORETO,54,Similar,11,Similar,40%,25%,25%,10%,0%,Inglés
111001107867,BOGOTÁ D.C.,COLEGIO KIMI PERNIA DOMICO,49,Mayor,9,Mayor,45%,39%,11%,5%,0%,Inglés
31100103348,BOGOTÁ D.C.,COLEGIO LAZARILLO DE TORMES,54,Similar,9,Mayor,24%,34%,37%,5%,0%,Inglés
