codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_ping,desviacion,comparacion_ding,desempeno_a_minus,desempeno_a1,desempeno_a2,desempeno_b1,desempeno_b_plus,Competencia
270670000157,SAMPUÉS,INST EDUC SAN LUIS BELTRAN,45,Similar,8,Similar,74%,19%,7%,0%,0%,Inglés
27067000005,SAMPUÉS,I.E. SEGOVIA,43,Similar,7,Similar,73%,23%,5%,0%,0%,Inglés
170670000071,SAMPUÉS,I.E. MILLAN VARGAS,48,Similar,7,Similar,50%,41%,8%,2%,0%,Inglés
270670000211,SAMPUÉS,I.E. INDIGENA SAN FRANCISCO EL PAKY,42,Similar,6,Mayor,86%,12%,2%,0%,0%,Inglés
270670000041,SAMPUÉS,I.E. INDIGENA SABANAS DE LA NEGRA,41,Similar,5,Mayor,89%,11%,0%,0%,0%,Inglés
270670000254,SAMPUÉS,INSTITUCION EDUCATIVA INDIGENA SAN JOSE DE HUERTAS CHICAS,40,Similar,7,Similar,86%,14%,0%,0%,0%,Inglés
370670800018,SAMPUÉS,INSTITUCION EDUCATIVA GIMNASIO PEDAGOGICO SAMPUESANO,49,Similar,10,Similar,67%,17%,0%,17%,0%,Inglés
270678000636,SAN BENITO ABAD,I.E. EL CAUCHAL,40,Similar,6,Mayor,90%,10%,0%,0%,0%,Inglés
27067800013,SAN BENITO ABAD,INST EDUC LA VENTURA,38,Similar,8,Similar,95%,0%,5%,0%,0%,Inglés
270678000245,SAN BENITO ABAD,I.E. CISPATACA,39,Similar,9,Similar,85%,10%,5%,0%,0%,Inglés
270678009625,SAN BENITO ABAD,I.E.T.A. OPCION PESCA,41,Similar,7,Similar,80%,20%,0%,0%,0%,Inglés
170678000097,SAN BENITO ABAD,INST EDUC MARIA INMACULADA,44,Similar,11,Similar,65%,22%,7%,5%,0%,Inglés
270678000652,SAN BENITO ABAD,INST EDUC SANTIAGO APOSTOL,42,Similar,7,Similar,78%,19%,4%,0%,0%,Inglés
17070200015,SAN JUAN DE BETULIA,I.E. SAN JUAN BAUTISTA,45,Similar,9,Similar,60%,31%,9%,0%,0%,Inglés
27070200012,SAN JUAN DE BETULIA,I.E.  SABANETA,38,Similar,8,Similar,91%,9%,0%,0%,0%,Inglés
270702000227,SAN JUAN DE BETULIA,INST EDUC TEC AGRO DE ALBANIA,43,Similar,9,Similar,68%,29%,0%,3%,0%,Inglés
170702002128,SAN JUAN DE BETULIA,INST EDUC CONCENTRACION ESCOLAR SAN JUAN,41,Similar,6,Mayor,89%,11%,0%,0%,0%,Inglés
270702000049,SAN JUAN DE BETULIA,INSTITUCION EDUCATIVA LOMA ALTA,39,Similar,7,Similar,82%,18%,0%,0%,0%,Inglés
2707080003,SAN MARCOS,INST EDUC PALO ALTO,42,Similar,7,Similar,72%,28%,0%,0%,0%,Inglés
270708000725,SAN MARCOS,I.E. CUENCA,42,Similar,9,Similar,83%,7%,10%,0%,0%,Inglés
170708000259,SAN MARCOS,INST EDUC SAN JOSE,40,Similar,8,Similar,85%,15%,0%,0%,0%,Inglés
170708000038,SAN MARCOS,INST EDUC SAN MARCOS,45,Similar,9,Similar,61%,28%,9%,1%,0%,Inglés
370708000762,SAN MARCOS,COLEGIO MARIA AUXILIADORA,55,Menor,10,Similar,22%,39%,35%,4%,0%,Inglés
370708000801,SAN MARCOS,GIMNASIO DEL SAN JORGE,60,Menor,7,Similar,0%,40%,40%,20%,0%,Inglés
170708000003,SAN MARCOS,INST EDUC MARIA INMACULADA,47,Similar,9,Similar,53%,36%,10%,0%,1%,Inglés
270708000971,SAN MARCOS,INST EDUC TEC DIVERSIFICADO LAS FLORES,44,Similar,7,Similar,65%,35%,0%,0%,0%,Inglés
170708000364,SAN MARCOS,I.E. TÉCNICO AGROPECUARIO EL LIMON,39,Similar,6,Mayor,93%,5%,2%,0%,0%,Inglés
170708000186,SAN MARCOS,INST EDUC JOHN F KENNEDY,43,Similar,9,Similar,78%,15%,7%,0%,0%,Inglés
170708000445,SAN MARCOS,I.E.T. DIVERSIFICADO DE BUENAVISTA,44,Similar,8,Similar,68%,30%,2%,0%,0%,Inglés
270708000083,SAN MARCOS,INST EDUC CAÑO PRIETO,41,Similar,7,Similar,85%,15%,0%,0%,0%,Inglés
170713000844,SAN ONOFRE,INST EDUC MANUEL ANGEL ANACHURY,42,Similar,7,Similar,74%,26%,0%,0%,0%,Inglés
270713000059,SAN ONOFRE,INST EDUC SAN ANTONIO,37,Mayor,5,Mayor,94%,6%,0%,0%,0%,Inglés
270713001101,SAN ONOFRE,I.E. NUEVA VISTA HERMOSA,40,Similar,5,Mayor,100%,0%,0%,0%,0%,Inglés
270713000202,SAN ONOFRE,INST EDUC PAJONAL,40,Similar,5,Mayor,93%,7%,0%,0%,0%,Inglés
270713013754,SAN ONOFRE,INST EDUC LIBERTAD,42,Similar,8,Similar,79%,17%,4%,0%,0%,Inglés
270713000547,SAN ONOFRE,I.E. EL RINCON,43,Similar,8,Similar,74%,20%,6%,0%,0%,Inglés
170713000453,SAN ONOFRE,INST EDUC SANTA CLARA,46,Similar,10,Similar,62%,29%,4%,5%,0%,Inglés
470713001062,SAN ONOFRE,I.E. PALO ALTO,40,Similar,8,Similar,84%,12%,4%,0%,0%,Inglés
270713000199,SAN ONOFRE,INST EDUC SABAS EDMUNDO BALSEIRO BLANCO,40,Similar,7,Similar,89%,11%,0%,0%,0%,Inglés
170713013601,SAN ONOFRE,INST EDUC TEC AGRO SAN ONOFRE DE TOROBE,40,Similar,6,Mayor,89%,11%,0%,0%,0%,Inglés
170717000008,SAN PEDRO,INST EDUC SAN JUAN BOSCO,44,Similar,8,Similar,71%,21%,5%,2%,0%,Inglés
170717000016,SAN PEDRO,INST EDUC SAN PEDRO CLAVER,48,Similar,9,Similar,42%,47%,8%,3%,0%,Inglés
270717000088,SAN PEDRO,INST EDUC SAN MATEO,46,Similar,7,Similar,55%,41%,5%,0%,0%,Inglés
170717000059,SAN PEDRO,I.E. SANTA ROSA DE LIMA,46,Similar,9,Similar,55%,36%,7%,2%,0%,Inglés
370742000551,SAN LUIS DE SINCÉ,INST MIGUEL ANTONIO CARO,54,Menor,12,Similar,35%,29%,18%,12%,6%,Inglés
270742000025,SAN LUIS DE SINCÉ,I.E.  COCOROTE,42,Similar,5,Mayor,100%,0%,0%,0%,0%,Inglés
270742000076,SAN LUIS DE SINCÉ,I.E. DE GRANADA,44,Similar,7,Similar,76%,18%,6%,0%,0%,Inglés
170742000071,SAN LUIS DE SINCÉ,INST EDUC SAN JUAN BAUTISTA DE LA SALLE,46,Similar,11,Similar,61%,23%,14%,3%,0%,Inglés
270418000055,SAN LUIS DE SINCÉ,I.E. MORALITO,48,Similar,8,Similar,50%,36%,14%,0%,0%,Inglés
270742000068,SAN LUIS DE SINCÉ,I.E. DE VALENCIA,41,Similar,7,Similar,82%,18%,0%,0%,0%,Inglés
17074200008,SAN LUIS DE SINCÉ,INST EDUC ANTONIA SANTOS,49,Similar,10,Similar,51%,29%,15%,5%,0%,Inglés
170771000013,SUCRE,INST EDUC ELIECER ULLOA,49,Similar,11,Similar,51%,29%,10%,8%,2%,Inglés
270771011486,SUCRE,I.E. JORGE MENDOZA LLAMA,39,Similar,7,Similar,93%,7%,0%,0%,0%,Inglés
17077100003,SUCRE,INST EDUC NUESTRA SEÑORA DE LAS MERCEDES,42,Similar,7,Similar,78%,20%,2%,0%,0%,Inglés
170771001052,SUCRE,INST EDUC ANIBAL OJEDA,47,Similar,7,Similar,50%,42%,8%,0%,0%,Inglés
270771011516,SUCRE,INST EDUC JOSE MARIA CORDOBA,39,Similar,6,Mayor,91%,9%,0%,0%,0%,Inglés
270771011575,SUCRE,I.E. TÉCNICO AGROPECUARIO MANUEL ALVAREZ SAMPAYO,44,Similar,6,Mayor,69%,31%,0%,0%,0%,Inglés
370771000071,SUCRE,I.E. PUEBLO NUEVO,39,Similar,5,Mayor,100%,0%,0%,0%,0%,Inglés
370771000136,SUCRE,I.E. SAN IGNACIO,39,Similar,7,Similar,92%,8%,0%,0%,0%,Inglés
170820000148,SANTIAGO DE TOLÚ,I.E. JOSE YEMAIL TOUS,47,Similar,9,Similar,54%,31%,13%,2%,0%,Inglés
270820000045,SANTIAGO DE TOLÚ,INST EDUC LAS PALMAS,41,Similar,5,Mayor,94%,6%,0%,0%,0%,Inglés
370820000112,SANTIAGO DE TOLÚ,I.E. SANTA TERESITA,50,Similar,8,Similar,42%,36%,20%,2%,0%,Inglés
370820000538,SANTIAGO DE TOLÚ,INSTITUTO FREINET,64,Menor,12,Similar,5%,33%,24%,33%,5%,Inglés
170820000121,SANTIAGO DE TOLÚ,INST EDUC LUIS PATRON ROSANO,45,Similar,10,Similar,68%,24%,6%,1%,1%,Inglés
370820066391,SANTIAGO DE TOLÚ,FUNDACION EDUCATIVA JEAN PIAGET,54,Menor,12,Similar,21%,50%,14%,14%,0%,Inglés
370820066326,SANTIAGO DE TOLÚ,LICEO PEDAGOGICO LOS ANGELES,49,Similar,10,Similar,41%,41%,18%,0%,0%,Inglés
270823000429,TOLÚ VIEJO,INSTITUCION EDUCATIVA PALMIRA,43,Similar,7,Similar,78%,20%,2%,0%,0%,Inglés
170823000041,TOLÚ VIEJO,I.E.  TÉCNICO AGROPECUARIO DE LAS PIEDRAS,45,Similar,8,Similar,61%,33%,6%,0%,0%,Inglés
470823000461,TOLÚ VIEJO,I.E. TÉCNICO AGROPECUARIO CARLOS ARTURO VERBEL VERGARA,50,Similar,9,Similar,44%,36%,16%,4%,0%,Inglés
27082300016,TOLÚ VIEJO,INSTITUCION EDUCATIVA MACAJAN,44,Similar,8,Similar,69%,25%,4%,2%,0%,Inglés
470823000479,TOLÚ VIEJO,I.E. LA  INMACULADA CONCEPCION,45,Similar,9,Similar,59%,31%,9%,0%,0%,Inglés
170823000106,TOLÚ VIEJO,I.E. HERIBERTO GARCIA GARRIDO,45,Similar,8,Similar,66%,27%,6%,1%,0%,Inglés
17302400002,ALPUJARRA,INSTITUCION EDUCATIVA TECNICA FELISA SUAREZ DE ORTIZ,50,Similar,11,Similar,46%,29%,14%,11%,0%,Inglés
273024000482,ALPUJARRA,INSTITUCION EDUCATIVA TECNICA LA ARADA,42,Similar,13,Similar,80%,0%,20%,0%,0%,Inglés
273026000099,ALVARADO,INSTITUCION EDUCATIVA LA TIGRERA,53,Similar,8,Similar,33%,50%,17%,0%,0%,Inglés
173026000019,ALVARADO,INSTITUCION EDUCATIVA GENERAL ENRIQUE CAICEDO,45,Similar,10,Similar,59%,32%,7%,0%,2%,Inglés
273026000587,ALVARADO,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,52,Similar,8,Similar,33%,43%,19%,5%,0%,Inglés
173030000066,AMBALEMA,INSTITUCION EDUCATIVA NICANOR VELASQUEZ ORTIZ,46,Similar,8,Similar,61%,29%,10%,0%,0%,Inglés
273030000192,AMBALEMA,INSTITUCION EDUCATIVA TECNICA EL DANUBIO,41,Similar,9,Similar,85%,0%,15%,0%,0%,Inglés
273043000787,ANZOÁTEGUI,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA JUAN CARLOS BARRAGAN TRONCOSO,49,Similar,9,Similar,56%,33%,6%,6%,0%,Inglés
273043000027,ANZOÁTEGUI,INSTITUCION EDUCATIVA GENERAL ANZOATEGUI,41,Similar,8,Similar,71%,29%,0%,0%,0%,Inglés
173043000014,ANZOÁTEGUI,INSTITUCION EDUCATIVA TECNICA CARLOS BLANCO NASSAR,47,Similar,9,Similar,55%,31%,12%,2%,0%,Inglés
273055000219,ARMERO,INSTITUCION EDUCATIVA SAN PEDRO,43,Similar,6,Mayor,85%,15%,0%,0%,0%,Inglés
173055000893,ARMERO,INSTITUCION EDUCATIVA FE Y ALEGRIA,44,Similar,10,Similar,71%,14%,14%,0%,0%,Inglés
173055000044,ARMERO,INSTITUCION EDUCATIVA TECNICA INSTITUTO ARMERO,48,Similar,9,Similar,54%,33%,10%,4%,0%,Inglés
173055000095,ARMERO,INSTITUCION EDUCATIVA TECNICA JIMENEZ DE QUESADA,44,Similar,7,Similar,76%,17%,7%,0%,0%,Inglés
273067001075,ATACO,INSTITUCION EDUCATIVA JORGE ELICER GAITAN,45,Similar,8,Similar,67%,23%,7%,3%,0%,Inglés
273067001482,ATACO,INSTITUCION EDUCATIVA ANTONIO NARIÑO,43,Similar,6,Mayor,75%,25%,0%,0%,0%,Inglés
273067001202,ATACO,INSTITUCION EDUCATIVA SANTIAGO PEREZ,43,Similar,7,Similar,76%,22%,2%,0%,0%,Inglés
173067000104,ATACO,INSTITUCION EDUCATIVA TECNICA MARTIN POMALA,44,Similar,8,Similar,71%,25%,3%,1%,0%,Inglés
273067001024,ATACO,INSTITUCION EDUCATIVA BERLIN,39,Mayor,0,Mayor,100%,0%,0%,0%,0%,Inglés
373067800029,ATACO,SENDEROS DE PAZ,41,Similar,5,Mayor,100%,0%,0%,0%,0%,Inglés
273124000366,CAJAMARCA,INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL CAJAMARCA,45,Similar,9,Similar,56%,44%,0%,0%,0%,Inglés
37312400097,CAJAMARCA,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,43,Similar,7,Similar,78%,20%,0%,2%,0%,Inglés
273124000498,CAJAMARCA,INSTITUCION EDUCATIVA ANAIME,47,Similar,8,Similar,57%,29%,14%,0%,0%,Inglés
173124000019,CAJAMARCA,INSTITUCION EDUCATIVA ISMAEL PERDOMO,49,Similar,9,Similar,40%,45%,14%,0%,1%,Inglés
173124000817,CAJAMARCA,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DEL ROSARIO,48,Similar,9,Similar,55%,29%,13%,4%,0%,Inglés
273124000358,CAJAMARCA,INSTITUCION EDUCATIVA LA LEONA,46,Similar,5,Mayor,73%,27%,0%,0%,0%,Inglés
17314800001,CARMEN DE APICALÁ,INSTITUCION EDUCATIVA TECNICA PEDRO PABON PARGA,46,Similar,10,Similar,63%,22%,11%,3%,1%,Inglés
373148000272,CARMEN DE APICALÁ,COLEGIO MAYOR DEL CASTILLO II,59,Menor,10,Similar,11%,22%,44%,22%,0%,Inglés
273152000231,CASABIANCA,INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ,44,Similar,7,Similar,75%,17%,8%,0%,0%,Inglés
273152000142,CASABIANCA,INSTITUCION EDUCATIVA ANTONIO NARIÑO,42,Similar,8,Similar,88%,6%,6%,0%,0%,Inglés
173152000016,CASABIANCA,INSTITUCION EDUCATIVA  TECNICA GENERAL JOSE JOAQUIN GARCIA,47,Similar,8,Similar,55%,34%,11%,0%,0%,Inglés
273168002277,CHAPARRAL,INSTITUCION EDUCATIVA LA RISALDA,45,Similar,7,Similar,64%,32%,4%,0%,0%,Inglés
173168003538,CHAPARRAL,INSTITUCION EDUCATIVA MANUEL MURILLO TORO,46,Similar,6,Mayor,62%,35%,3%,0%,0%,Inglés
273168000908,CHAPARRAL,INSTITUCION EDUCATIVA SIMON BOLIVAR,44,Similar,7,Similar,65%,30%,4%,0%,0%,Inglés
373168002794,CHAPARRAL,I.E. SAGRADO CORAZON DE JESUS,61,Menor,17,Menor,26%,16%,16%,37%,5%,Inglés
373168003375,CHAPARRAL,LIC SANTA TERESITA DEL NI¥O JESUS,64,Menor,13,Similar,17%,17%,17%,42%,8%,Inglés
173168000105,CHAPARRAL,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,50,Similar,8,Similar,38%,52%,6%,4%,0%,Inglés
273168002803,CHAPARRAL,INSTITUCION EDUCATIVA TECNICA CAMACHO ANGARITA,43,Similar,7,Similar,68%,32%,0%,0%,0%,Inglés
273168002111,CHAPARRAL,INSTITUCION EDUCATIVA TECNICA ALVARO MOLINA,42,Similar,6,Mayor,77%,23%,0%,0%,0%,Inglés
173168000113,CHAPARRAL,INSTITUCION EDUCATIVA TECNICA MEDALLA MILAGROSA,50,Similar,12,Similar,45%,33%,13%,6%,2%,Inglés
173168000121,CHAPARRAL,INSTITUCION EDUCATIVA TECNICA SOLEDAD MEDINA,49,Similar,9,Similar,41%,40%,18%,1%,0%,Inglés
273168000487,CHAPARRAL,INSTITUCION EDUCATIVA LAGUNILLA,46,Similar,6,Mayor,56%,44%,0%,0%,0%,Inglés
373168003731,CHAPARRAL,COLEGIO RAYITO DE LUZ (JARDIN INFANTIL),55,Menor,15,Menor,57%,0%,14%,29%,0%,Inglés
373168002972,CHAPARRAL,CORPORACION DIVINO NIÑO,53,Similar,10,Similar,36%,9%,55%,0%,0%,Inglés
273200000354,COELLO,INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ,46,Similar,8,Similar,60%,33%,5%,3%,0%,Inglés
273200000095,COELLO,INSTITUCION EDUCATIVA TECNICA LA VEGA DE LOS PADRES,42,Similar,6,Mayor,83%,17%,0%,0%,0%,Inglés
173200000368,COELLO,INSTITUCION EDUCATIVA TECNICA SIMON BOLIVAR,43,Similar,8,Similar,70%,26%,4%,0%,0%,Inglés
27320000015,COELLO,INSTITUCION EDUCATIVA CARLOS LLERAS RESTREPO,44,Similar,11,Similar,67%,17%,17%,0%,0%,Inglés
273217001061,COYAIMA,INSTITUCION EDUCATIVA CHENCHE BALSILLAS,42,Similar,7,Similar,76%,24%,0%,0%,0%,Inglés
273217000293,COYAIMA,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,39,Mayor,7,Similar,93%,7%,0%,0%,0%,Inglés
273217000234,COYAIMA,INSTITUCION EDUCATIVA SANTA MARTA,39,Mayor,5,Mayor,100%,0%,0%,0%,0%,Inglés
273217000072,COYAIMA,INSTITUCION EDUCATIVA COYARCÓ,40,Similar,8,Similar,87%,9%,4%,0%,0%,Inglés
273217000455,COYAIMA,INSTITUCION EDUCATIVA TOTARCO DINDE,42,Similar,7,Similar,81%,13%,6%,0%,0%,Inglés
273217000692,COYAIMA,INSTITUCION EDUCATIVA GUILLERMO ANGULO GOMEZ,41,Similar,7,Similar,84%,13%,2%,0%,0%,Inglés
273217001001,COYAIMA,INSTITUCION EDUCATIVA JUAN LOZANO SANCHEZ,43,Similar,6,Mayor,79%,21%,0%,0%,0%,Inglés
173217000035,COYAIMA,INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL JUAN XXIII,42,Similar,9,Similar,73%,20%,6%,0%,0%,Inglés
273217001044,COYAIMA,INSTITUCION EDUCATIVA TECNICA SAN MIGUEL,39,Mayor,6,Mayor,95%,5%,0%,0%,0%,Inglés
273217000315,COYAIMA,INSTITUCION EDUCATIVA EL PALMAR,38,Mayor,7,Similar,89%,11%,0%,0%,0%,Inglés
273217000927,COYAIMA,INSTITUCION EDUCATIVA ZARAGOZA TAMARINDO,40,Similar,8,Similar,85%,11%,4%,0%,0%,Inglés
273226001049,CUNDAY,INSTITUCION EDUCATIVA VARSOVIA LA FLORIDA,43,Similar,11,Similar,64%,27%,9%,0%,0%,Inglés
273226001421,CUNDAY,INSTITUCION EDUCATIVA TECNICA LA AURORA,46,Similar,6,Mayor,61%,39%,0%,0%,0%,Inglés
273226001171,CUNDAY,INSTITUCION EDUCATIVA SAN AGUSTIN,47,Similar,9,Similar,50%,42%,5%,3%,0%,Inglés
173226000056,CUNDAY,INSTITUCION EDUCATIVA SAN ANTONIO,43,Similar,7,Similar,69%,31%,0%,0%,0%,Inglés
273236000172,DOLORES,INSTITUCION EDUCATIVA SAN ANDRES,48,Similar,10,Similar,47%,47%,0%,7%,0%,Inglés
273236000041,DOLORES,INSTITUCION EDUCATIVA SAN PEDRO,45,Similar,6,Mayor,71%,29%,0%,0%,0%,Inglés
273236000288,DOLORES,INSTITUCION EDUCATIVA TECNICA SAN JOSE,46,Similar,6,Mayor,52%,48%,0%,0%,0%,Inglés
17323600002,DOLORES,INSTITUCION EDUCATIVA ANTONIA SANTOS,47,Similar,11,Similar,47%,40%,7%,7%,0%,Inglés
373268000675,ESPINAL,LIC  PEDAGOGICO SANTO DOMINGO SAVIO,64,Menor,11,Similar,7%,25%,25%,36%,7%,Inglés
373268001451,ESPINAL,LIC INFANTIL Y JUVENIL ESPINAL,57,Menor,11,Similar,29%,24%,33%,14%,0%,Inglés
273268000336,ESPINAL,INSTITUCION EDUCATIVA PATIO BONITO,51,Similar,5,Mayor,33%,67%,0%,0%,0%,Inglés
273268000506,ESPINAL,INSTITUCION EDUCATIVA TECNICA GUASIMAL,42,Similar,8,Similar,69%,31%,0%,0%,0%,Inglés
373268001078,ESPINAL,INSTITUTO EDUCATIVO SAN JOSE OBRERO,51,Similar,11,Similar,38%,46%,0%,15%,0%,Inglés
373268001434,ESPINAL,NUEVO LIC COLOMBO INGLES,57,Menor,9,Similar,0%,67%,33%,0%,0%,Inglés
373268000152,ESPINAL,COL NSTRA  SRA  DEL ROSARIO,55,Menor,11,Similar,21%,32%,33%,12%,2%,Inglés
373268001663,ESPINAL,INSTITUTO DE EDUCACION FORMAL  CECONTEC,45,Similar,10,Similar,57%,29%,14%,0%,0%,Inglés
373268000861,ESPINAL,COL  SANTA MARGARITA MARIA,65,Menor,13,Similar,0%,33%,0%,67%,0%,Inglés
273268000476,ESPINAL,INSTITUCION EDUCATIVA DINDALITO CENTRO,45,Similar,10,Similar,73%,17%,7%,3%,0%,Inglés
173268001346,ESPINAL,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,47,Similar,9,Similar,51%,38%,8%,3%,0%,Inglés
173268000137,ESPINAL,INSTITUCION EDUCATIVA SAN ISIDORO,48,Similar,9,Similar,51%,36%,9%,4%,0%,Inglés
1732680002,ESPINAL,INSTITUCION EDUCATIVA TECNICA FELIX TIBERIO GUZMAN,51,Similar,8,Similar,33%,47%,16%,4%,0%,Inglés
17326800101,ESPINAL,INSTITUCION EDUCATIVA TECNICA MARIANO SANCHEZ ANDRADE,46,Similar,6,Mayor,63%,38%,0%,0%,0%,Inglés
173268000218,ESPINAL,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE FATIMA,48,Similar,6,Mayor,48%,48%,4%,0%,0%,Inglés
27326800112,ESPINAL,INSTITUCION EDUCATIVA TECNICA SAN LUIS GONZAGA,45,Similar,7,Similar,60%,36%,3%,1%,0%,Inglés
373268001213,ESPINAL,COL  MARIA MONTESSORI,49,Similar,9,Similar,38%,54%,8%,0%,0%,Inglés
373268001795,ESPINAL,INSTITUTO DE EDUCACION PARA JOVENES Y ADULTOS  GENESIS ,43,Similar,9,Similar,78%,16%,3%,3%,0%,Inglés
373268001442,ESPINAL,GIMNASIO PEDAGOGICO NOVA ESTRELLA,55,Menor,11,Similar,14%,43%,29%,14%,0%,Inglés
373268001752,ESPINAL,COLEGIO CAFASUR,52,Similar,6,Mayor,17%,83%,0%,0%,0%,Inglés
37326800087,ESPINAL,LIC  MARIA JOSE,59,Menor,10,Similar,11%,39%,22%,22%,6%,Inglés
373268001574,ESPINAL,COLEGIO TÉCNICO LOS ANGELES,50,Similar,11,Similar,36%,45%,9%,9%,0%,Inglés
373268001611,ESPINAL,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL CARMEN,41,Similar,8,Similar,83%,17%,0%,0%,0%,Inglés
373268800043,ESPINAL,LICEO MODERNO SEMILLAS DE ALEGRIA,48,Similar,11,Similar,57%,24%,19%,0%,0%,Inglés
373268001639,ESPINAL,INST SERV EDUC NAL DE ADULTOS SENDAS,33,Mayor,0,Mayor,100%,0%,0%,0%,0%,Inglés
273270000262,FALAN,INSTITUCION EDUCATIVA ALTO DEL ROMPE,55,Menor,7,Similar,26%,42%,32%,0%,0%,Inglés
273270000661,FALAN,INSTITUCION EDUCATIVA NORMAL SUPERIOR FABIO LOZANO TORRIJOS,51,Similar,11,Similar,37%,40%,16%,6%,1%,Inglés
273270000726,FALAN,INSTITUCION EDUCATIVA DIEGO FALLON,47,Similar,9,Similar,50%,33%,17%,0%,0%,Inglés
373275000257,FLANDES,INSTITUCION EDUCATIVA CALDAS,50,Similar,9,Similar,48%,31%,14%,7%,0%,Inglés
373275000028,FLANDES,COLEGIO LICEO LOS ANGELES,49,Similar,9,Similar,55%,20%,20%,5%,0%,Inglés
373275000478,FLANDES,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO DE FATIMA,55,Menor,12,Similar,31%,21%,34%,14%,0%,Inglés
173275000428,FLANDES,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,46,Similar,10,Similar,61%,24%,12%,3%,0%,Inglés
173275000037,FLANDES,INSTITUCION EDUCATIVA LA PAZ NO 1,45,Similar,6,Mayor,58%,39%,3%,0%,0%,Inglés
173275000118,FLANDES,INSTITUCION EDUCATIVA MANUELA OMAÑA,42,Similar,8,Similar,78%,17%,5%,0%,0%,Inglés
273275000163,FLANDES,INSTITUCION EDUCATIVA MARIA INMACULADA,45,Similar,7,Similar,71%,23%,6%,0%,0%,Inglés
373283001521,FRESNO,INSTITUTO SAN FERNANDO FERRINI,43,Similar,7,Similar,79%,17%,3%,0%,0%,Inglés
273283000326,FRESNO,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA EL GUAYABO,43,Similar,7,Similar,80%,20%,0%,0%,0%,Inglés
273283000521,FRESNO,INSTITUCION EDUCATIVA REAL CAMPESTRE LA SAGRADA FAMILIA,46,Similar,8,Similar,61%,29%,10%,0%,0%,Inglés
273283000245,FRESNO,INSTITUCION EDUCATIVA LA AGUADITA,50,Similar,9,Similar,38%,42%,19%,0%,0%,Inglés
273283000075,FRESNO,INSTITUCION EDUCATIVA FERNANDO GONZALEZ MESA,46,Similar,7,Similar,57%,43%,0%,0%,0%,Inglés
273283001331,FRESNO,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LA ASUNCION,49,Similar,10,Similar,48%,35%,9%,9%,0%,Inglés
173283000011,FRESNO,INSTITUCION EDUCATIVA TECNICA MARIA AUXILIADORA,51,Similar,8,Similar,37%,47%,12%,4%,0%,Inglés
17328300002,FRESNO,INSTITUCION EDUCATIVA TECNICA NIÑA MARIA,55,Menor,11,Similar,30%,31%,31%,4%,4%,Inglés
173283000038,FRESNO,INSTITUCION EDUCATIVA TECNICA SAN JOSE,51,Similar,8,Similar,34%,46%,17%,2%,0%,Inglés
373283001599,FRESNO,INSTITUCION EDUCATIVA EDUCAR SIGLO XXI,27,Mayor,0,Mayor,100%,0%,0%,0%,0%,Inglés
273319000859,GUAMO,INSTITUCION EDUCATIVA TECNICA LA CHAMBA,44,Similar,6,Mayor,56%,44%,0%,0%,0%,Inglés
373319001299,GUAMO,CENTRO DE COMPUTO TECNICO DE COLOMBIA  CECONTEC ,40,Similar,6,Mayor,92%,8%,0%,0%,0%,Inglés
273319001197,GUAMO,INSTITUCION EDUCATIVA TECNICA CAÑADA RODEO,41,Similar,5,Mayor,85%,15%,0%,0%,0%,Inglés
273319000379,GUAMO,INSTITUCION EDUCATIVA LAS MERCEDES CAPILLA,50,Similar,7,Similar,30%,70%,0%,0%,0%,Inglés
173319000081,GUAMO,INSTITUCION EDUCATIVA SOR JOSEFA DEL CASTILLO,46,Similar,10,Similar,52%,22%,26%,0%,0%,Inglés
273319000841,GUAMO,INSTITUCION EDUCATIVA TECNICA ALBERTO CASTILLA,41,Similar,5,Mayor,95%,5%,0%,0%,0%,Inglés
173319000072,GUAMO,INSTITUCION EDUCATIVA TECNICA COMERCIAL CALDAS,44,Similar,10,Similar,72%,19%,7%,1%,0%,Inglés
173319000099,GUAMO,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SIMON BOLIVAR,44,Similar,9,Similar,64%,28%,7%,1%,0%,Inglés
373319001256,GUAMO,INSTITUTO SERVICIO EDUCATIVO NACIONAL DE ADULTOS  SENDAS,42,Similar,3,Mayor,100%,0%,0%,0%,0%,Inglés
